,stock_large,stock_small,bond,stock_HongKong,stock_US
2009/4/27,-2.3163,-3.9729,0.1721,-2.7422,-1.0067
2009/4/28,0.2085,1.5033,-0.1406,-1.9225,-0.274
2009/4/29,3.448,2.7057,0.1095,2.7608,2.161
2009/4/30,0.6738,1.519,-0.1406,3.7711,-0.095
2009/5/4,3.4837,3.371,0.1565,5.5413,3.9447
2009/5/5,0.4684,0.9517,0.0234,0.2993,-0.3792
2009/5/6,1.3922,1.3651,-0.1015,2.4619,1.7404
2009/5/7,0.0758,-0.6725,0.1094,2.277,-1.3202
2009/5/8,0.8002,0.4614,-0.0234,0.9988,2.4069
2009/5/11,-2.2911,-3.7763,0.1172,-1.7362,-2.1512
2009/5/12,2.3207,2.4745,-0.039,0.3844,-0.0979
2009/5/13,0.9124,0.6853,0.1249,-0.5481,-2.6895
2009/5/14,-0.7608,0.3836,-0.0234,-3.036,1.0352
2009/5/15,0.126,0.7448,0.0312,1.5053,-1.141
2009/5/18,0.517,0.7617,0.1325,1.383,3.0389
2009/5/19,1.05,0.9066,0.0934,3.0613,-0.1737
2009/5/20,-0.9584,-0.5731,0.0233,-0.3887,-0.5131
2009/5/21,-2.2346,-1.7843,-0.0155,-1.5813,-1.6758
2009/5/22,-0.3394,0.2174,0.0233,-0.7964,-0.1497
2009/5/25,0.4393,0.5213,0.0155,0.3476,
2009/5/26,-1.1971,0.1023,-0.0233,-0.7608,2.6302
2009/5/27,1.4688,0.058,0.1088,5.2597,-1.8971
2009/6/1,3.5739,1.6965,0.0078,5.6098,5.5775
2009/6/2,0.2364,0.6477,0.1631,-2.6445,0.1983
2009/6/3,2.5929,0.7831,-0.0233,1.019,-1.3739
2009/6/4,0.4887,-0.1277,-0.1086,-0.3967,1.1484
2009/6/5,-0.489,-0.5953,-0.163,0.9553,-0.2515
2009/6/8,0.312,-0.1651,-0.1089,-2.2813,-0.1011
2009/6/9,0.4096,0.4977,0.0701,-1.0677,0.3503
2009/6/10,0.9809,1.0781,-0.0467,4.0267,-0.348
2009/6/11,-0.9354,-0.5939,0.0311,0.0286,0.6112
2009/6/12,-1.8687,-2.17,-0.2101,0.525,0.1397
2009/6/15,2.0613,1.424,0.0858,-2.0684,-2.3769
2009/6/16,-0.1676,-0.2194,0.0312,-1.8026,-1.272
2009/6/17,1.6672,1.6305,-0.0623,-0.4454,-0.1382
2009/6/18,1.5558,0.8026,0.2805,-1.7028,0.8411
2009/6/19,0.7383,0.0808,-0.2642,0.8116,0.3114
2009/6/22,0.0832,-0.8423,-0.0312,0.7735,-3.06
2009/6/23,0.0432,-0.3823,-0.1247,-2.8859,0.2307
2009/6/24,1.1944,1.1595,0.039,2.0172,0.6524
2009/6/25,-0.09,-0.1157,-0.0468,2.1399,2.1444
2009/6/26,0.3368,0.6123,0.0312,1.7796,-0.1478
2009/6/29,1.6478,0.8214,-0.0234,-0.3857,0.9065
2009/6/30,-0.4245,-0.7054,-0.0312,-0.8084,-0.8531
2009/7/1,2.2558,1.4915,0.0156,,0.4362
2009/7/2,1.373,1.049,0.0156,-1.0919,-2.9145
2009/7/3,1.3641,1.2526,-0.2809,0.1395,
2009/7/6,1.4312,0.2171,-0.0078,-1.2305,0.2566
2009/7/7,-1.0152,-0.0961,0.2113,-0.6515,-1.9684
2009/7/8,0.3525,1.2328,-0.0078,-0.7905,-0.1669
2009/7/9,1.3136,1.8813,0.164,0.3923,0.3547
2009/7/10,0.0591,0.4911,-0.2027,-0.4619,-0.4022
2009/7/13,-1.0976,0.924,-0.2422,-2.5626,2.4934
2009/7/14,2.7891,1.5857,0.0313,3.6576,0.5316
2009/7/15,1.1159,0.9113,-0.0391,2.0851,2.963
2009/7/16,0.2271,-0.5047,-0.1018,0.5653,0.8642
2009/7/17,0.5304,0.6178,-0.1098,2.4169,-0.0383
2009/7/20,2.0261,1.7276,-0.1177,3.7048,1.1432
2009/7/21,-1.4283,-2.4273,-0.0864,-0.0033,0.3627
2009/7/22,1.8953,1.8376,0.1022,-1.3002,-0.0534
2009/7/23,1.2488,0.9898,0.0471,2.9589,2.329
2009/7/24,0.4268,-0.6393,-0.0236,0.833,0.3042
2009/7/27,2.0741,1.655,0.0236,1.3453,0.2982
2009/7/28,0.3257,1.2653,0.0157,1.8414,-0.2606
2009/7/29,-5.2534,-6.42,0,-2.3712,-0.4563
2009/7/30,2.1444,1.0222,-0.1413,0.4896,1.1896
2009/7/31,2.7458,3.2989,-0.1022,1.6766,0.074
2009/8/3,1.4034,2.3337,-0.0157,1.1371,1.5342
2009/8/4,-0.011,1.2208,-0.0472,-0.052,0.3012
2009/8/5,-1.2063,-0.0002,0.0709,-1.4505,-0.2914
2009/8/6,-2.0801,-1.325,-0.0236,1.9735,-0.5625
2009/8/7,-2.949,-3.0457,0.0551,-2.5067,1.3439
2009/8/10,-0.2969,1.0254,0.0551,2.7197,-0.3345
2009/8/11,0.3339,0.5148,-0.0157,0.6913,-1.266
2009/8/12,-4.4701,-4.633,0.0393,-3.032,1.1525
2009/8/13,1.278,0.2123,0.1179,2.0849,0.688
2009/8/14,-2.8004,-4.4583,0.055,0.1535,-0.8531
2009/8/17,-6.1053,-6.97,-0.102,-3.6168,-2.4261
2009/8/18,1.0099,1.9854,0,0.8373,1.0146
2009/8/19,-4.9628,-5.1755,0.0393,-1.7336,0.6861
2009/8/20,4.3065,3.9053,-0.0236,1.8774,1.0949
2009/8/21,1.8838,2.7766,0.0079,-0.6387,1.8623
2009/8/24,0.8108,2.1269,-0.0079,1.668,-0.0546
2009/8/25,-3.7085,-1.5777,0.0157,-0.4904,0.2369
2009/8/26,2.0116,3.1323,0.055,0.1032,0.0117
2009/8/27,-0.507,0.9568,0.0235,-1.044,0.2782
2009/8/28,-3.4699,-2.7029,0.0471,-0.712,-0.1988
2009/8/31,-7.1062,-7.176,-0.0314,-1.863,-0.8076
2009/9/1,0.4745,-0.9983,-0.0628,0.7509,-2.2124
2009/9/2,1.6607,0.6101,0.0785,-1.7628,-0.3296
2009/9/3,5.5705,4.9729,0.0078,1.2277,0.8535
2009/9/4,0.825,1.7979,0.0392,2.8183,1.3117
2009/9/7,0.8796,1.0946,-0.0941,1.5291,
2009/9/8,2.1506,1.8584,0,2.1353,0.8845
2009/9/9,0.755,0.5735,0.1099,-1.0383,0.7782
2009/9/10,-1.0014,-0.878,0.0706,1.048,1.0422
2009/9/11,2.3782,1.6789,-0.0157,0.436,-0.135
2009/9/14,1.7066,2.602,-0.047,-1.0832,0.6339
2009/9/15,0.2808,1.034,0.0078,-0.3145,0.3135
2009/9/16,-1.3446,0.155,0.0314,2.5714,1.5324
2009/9/17,1.8986,2.3169,0.0235,1.7081,-0.306
2009/9/18,-3.6266,-3.3328,0.047,-0.6664,0.2637
2009/9/21,0.2786,1.7274,-0.0705,-0.6965,-0.3407
2009/9/22,-2.4178,-2.5269,0.0784,1.0632,0.6575
2009/9/23,-2.2663,-3.0336,-0.0548,-0.4867,-1.0068
2009/9/24,0.6816,-0.7519,-0.0784,-2.5227,-0.9511
2009/9/25,-0.727,-0.8927,-0.0392,-0.1251,-0.6091
2009/9/28,-2.8081,-2.8884,-0.1255,-2.0737,1.781
2009/9/29,-0.012,-1.822,-0.0157,2.0631,-0.223
2009/9/30,1.0941,0.8466,-0.0393,-0.2756,-0.3328
2009/10/9,5.2883,5.1703,0.1807,2.5969,1.3632
2009/10/12,-0.3817,0.5989,-0.0157,-0.9307,0.4386
2009/10/13,1.4876,1.7015,-0.1726,0.7888,-0.2788
2009/10/14,0.903,0.9174,0,1.9524,1.7546
2009/10/15,0.3794,0.3184,0.0157,0.5145,0.4157
2009/10/16,0.0638,0.3372,-0.11,-0.3145,-0.8098
2009/10/19,2.6976,2.4559,0.0629,1.2338,0.9405
2009/10/20,1.4543,1.5139,-0.1258,0.8311,-0.6239
2009/10/21,-0.2454,-0.6696,0,-0.2986,-0.8854
2009/10/22,-0.6519,0.412,0.0472,-0.4821,1.0644
2009/10/23,1.9697,1.3659,-0.0079,1.7073,-1.2178
2009/10/26,0.0289,0.0823,0.0393,,-1.1717
2009/10/27,-2.9148,-2.6505,-0.0551,-1.8599,-0.3318
2009/10/28,0.4406,1.0094,0.0157,-1.8404,-1.9541
2009/10/29,-2.4713,-1.7915,0.0393,-2.282,2.252
2009/10/30,1.0262,1.3283,-0.1101,2.2943,-2.8065
2009/11/2,3.4274,3.3467,0.1575,-0.6099,0.6456
2009/11/3,1.2562,2.463,-0.1179,-1.7582,0.2426
2009/11/4,0.5374,0.7468,-0.0708,1.7642,0.1043
2009/11/5,0.302,1.0359,-0.0473,-0.6278,1.9236
2009/11/6,0.5399,0.4691,-0.0473,1.6325,0.2503
2009/11/9,0.3665,0.7491,0.1104,1.7308,2.2239
2009/11/10,0.2285,0.1576,0.0866,0.2729,-0.0064
2009/11/11,-0.2312,0.4011,-0.0472,1.6124,0.5032
2009/11/12,0.1235,0.3261,-0.0157,-1.0149,-1.0259
2009/11/13,0.5351,1.276,0.0394,0.6968,0.5739
2009/11/16,3.043,2.2959,0.0944,1.7308,1.4468
2009/11/17,0.0705,0.5173,-0.0393,-0.13,0.0919
2009/11/18,0.0517,0.4382,0.2438,-0.3222,-0.0468
2009/11/19,0.3363,1.5739,-0.0549,-0.8633,-1.3426
2009/11/20,-0.3136,0.7184,0.055,-0.8273,-0.3215
2009/11/23,0.95,1.8421,-0.0785,1.4052,1.3616
2009/11/24,-3.2036,-5.3074,0.0157,-1.5293,-0.0533
2009/11/25,2.2984,3.7819,-0.0079,0.8414,0.4504
2009/11/26,-3.9634,-4.0707,0.1492,-1.7751,
2009/11/27,-2.9624,-2.6123,-0.1411,-4.8442,-1.7233
2009/11/30,3.8184,4.5071,0.0393,3.2506,0.3793
2009/12/1,1.4,2.7231,0.0706,1.3365,1.2075
2009/12/2,1.025,1.4606,0.1255,0.7978,0.0343
2009/12/3,-0.1794,0.6655,-0.0078,1.1858,-0.8402
2009/12/4,1.4652,-2.5067,0.0078,-0.247,0.5509
2009/12/7,0.6955,1.668,-0.047,-0.7698,-0.2468
2009/12/8,-1.2215,-0.2069,-0.0157,-1.1845,-1.0252
2009/12/9,-1.9189,-1.6101,0.0627,-1.4449,0.3672
2009/12/10,0.6403,0.8538,0.1018,-0.1919,0.584
2009/12/11,-0.062,-0.0395,-0.1174,0.9312,0.3683
2009/12/14,1.0555,-0.4668,0.0313,0.8385,0.6959
2009/12/15,-0.8141,0.2193,0.0235,-1.2308,-0.5547
2009/12/16,-0.6312,-0.3859,0.0705,-0.9268,0.1128
2009/12/17,-2.2627,-3.1316,-0.0704,-1.2221,-1.1811
2009/12/18,-2.5406,-3.6987,-0.0705,-0.8045,0.583
2009/12/21,0.1441,1.2587,-0.0157,-1.0757,1.0504
2009/12/22,-2.6815,-2.8091,0.1332,0.6871,0.3564
2009/12/23,0.9359,1.7731,0.0078,1.1222,0.2299
2009/12/24,3.0672,3.2094,0.0078,0.8827,0.5256
2009/12/25,-0.4081,0.711,0.0626,,
2009/12/28,1.5665,1.6227,-0.0391,-0.1709,0.1154
2009/12/29,0.6412,0.3687,-0.0313,0.0895,-0.1401
2009/12/30,1.6602,-0.3929,0.0157,-0.0131,0.0195
2009/12/31,0.4728,0.8814,-0.0078,1.7486,-1.005
2010/1/4,-1.1314,0.5634,0.0391,-0.225,1.6043
2010/1/5,0.8149,1.0409,0.086,2.0909,0.3116
2010/1/6,-0.626,-0.1579,-0.1016,0.6153,0.0546
2010/1/7,-1.9841,-2.0026,-0.1643,-0.6567,0.4001
2010/1/8,0.2499,1.2401,0.0392,0.1226,0.2882
2010/1/11,0.0552,0.6312,0.0313,0.5147,0.1747
2010/1/12,1.5182,2.1282,0.141,-0.3787,-0.9381
2010/1/13,-3.2185,-1.0477,-0.1251,-2.589,0.8326
2010/1/14,1.4003,2.6808,0.0313,-0.1455,0.2427
2010/1/15,0.3945,0.7117,0.047,-0.2891,-1.0823
2010/1/18,0.5153,1.7148,-0.1252,-0.8966,
2010/1/19,0.1942,0.0198,0.0548,1.0157,1.25
2010/1/20,-3.2231,-3.7048,0.0861,-1.8074,-1.0598
2010/1/21,0.4166,0.3469,0.1173,-1.9896,-1.8945
2010/1/22,-1.2432,-2.771,0.0078,-0.6542,-2.2141
2010/1/25,-1.1343,-1.2499,0.1172,-0.6158,0.4598
2010/1/26,-2.5606,-4.1681,0.1327,-2.375,-0.4203
2010/1/27,-1.364,-0.635,-0.0779,-0.3792,0.488
2010/1/28,0.2502,1.6233,0.0546,1.6138,-1.1818
2010/1/29,-0.0753,0.8825,0.0857,-1.1514,-0.9829
2010/2/1,-1.6057,-0.9894,0.109,0.6051,1.4266
2010/2/2,-0.2067,-0.6833,0.1167,0.1404,1.2973
2010/2/3,2.6866,1.4253,0.0544,2.2193,-0.5474
2010/2/4,-0.3687,1.0397,0.0078,-1.8359,-3.1141
2010/2/5,-2.0416,-2.2037,0.0699,-3.326,0.2897
2010/2/8,-0.0666,-0.0093,0.1397,-0.5807,-0.8863
2010/2/9,0.5777,0.0231,0.124,1.2244,1.304
2010/2/10,1.418,1.2607,-0.0155,0.6667,-0.2233
2010/2/11,0.195,-0.2229,0.031,1.8495,0.968
2010/2/12,0.9589,1.3704,-0.0542,-0.1084,-0.2745
2010/2/22,-0.5516,0.0754,0.1161,0.5357,3.0218
2010/2/23,-1.0735,0.8962,0,1.2059,-1.2103
2010/2/24,1.4334,2.1781,0.0155,-0.7528,0.972
2010/2/25,1.4685,1.6172,0.0387,-0.3331,-0.2081
2010/2/26,-0.3178,0.1016,0.1701,1.0252,0.1405
2010/3/1,1.3029,1.1132,0.3318,2.175,1.0159
2010/3/2,-0.3967,0.0859,0.0615,-0.7163,0.233
2010/3/3,0.7201,1.4528,0.1922,-0.1402,0.0429
2010/3/4,-2.5339,-3.6128,-0.0153,-1.4418,0.3736
2010/3/5,0.2828,0.3938,0.0153,1.0313,1.4007
2010/3/8,0.8103,1.0858,0.0384,1.967,-0.0176
2010/3/9,0.599,0.1191,0,0.0504,0.1713
2010/3/10,-0.7916,-1.3118,0.0077,0.0035,0.4525
2010/3/11,-0.0911,-0.7854,-0.023,0.0939,0.4042
2010/3/12,-1.33,-1.5344,-0.1074,-0.087,-0.0217
2010/3/15,-1.5447,-0.848,0.0691,-0.6159,0.0452
2010/3/16,0.6531,0.824,0.0921,-0.2665,0.7779
2010/3/17,2.1831,2.7739,0.0383,1.7198,0.5822
2010/3/18,-0.1943,0.3228,0,-0.2517,-0.0326
2010/3/19,0.8054,0.7115,0.1226,0.1882,-0.5087
2010/3/22,0.2659,0.5638,-0.0383,-2.0475,0.5095
2010/3/23,-0.8192,-0.6731,0.0306,0.2605,0.7171
2010/3/24,0.0335,0.5246,-0.0306,0.0993,-0.5493
2010/3/25,-1.4509,-1.3307,0.023,-1.0951,-0.1704
2010/3/26,1.4206,1.4323,-0.023,1.3214,0.0738
2010/3/29,2.5508,0.7826,0.0766,0.8755,0.5683
2010/3/30,0.2432,0.4406,-0.1836,0.6468,0.0043
2010/3/31,-0.6268,0.2473,-0.0077,-0.6336,-0.3273
2010/4/1,1.3847,1.494,0.023,1.4014,0.7414
2010/4/2,0.4543,0.3306,0.0307,,
2010/4/6,-0.0646,0.2009,0,,0.9626
2010/4/7,-0.5344,0.2212,-0.0919,1.8191,-0.5877
2010/4/8,-1.1871,0.0264,0.138,-0.2815,0.3374
2010/4/9,0.9689,1.5263,-0.1225,1.5615,0.6684
2010/4/12,-0.8195,0.7532,0.0383,-0.3167,0.1767
2010/4/13,1.2006,-1.1355,0.023,-0.1565,0.0685
2010/4/14,0.3535,1.1715,0.0919,0.081,1.115
2010/4/15,-0.2683,-1.2609,0.0306,0.1645,0.0843
2010/4/16,-1.1266,-0.3271,0.0077,-1.3203,-1.6127
2010/4/19,-5.3603,-4.2835,0.0995,-2.1042,0.4521
2010/4/20,-0.096,1.3031,0.0306,1.0194,0.8058
2010/4/21,1.9949,3.0325,0.0841,-0.52,-0.1019
2010/4/22,-1.0856,0.1722,0.0153,-0.2603,0.2264
2010/4/23,-0.3604,-0.78,0.0153,-0.9809,0.7124
2010/4/26,-0.5645,0.0491,0.2214,1.6125,-0.4296
2010/4/27,-2.0047,-2.6155,-0.0838,-1.5068,-2.3382
2010/4/28,-0.3557,-0.5241,0.1677,-1.4692,0.6463
2010/4/29,-1.2039,-3.246,0.0228,-0.8138,1.2943
2010/4/30,0.2386,-2.6904,0,1.5866,-1.6648
2010/5/4,-1.5621,-0.1025,0.0609,-1.637,-1.1031
2010/5/5,0.5612,2.947,0.0228,-2.0975,-0.6561
2010/5/6,-4.5955,-3.177,-0.0304,-0.955,-3.2378
2010/5/7,-2.0735,-1.5617,0.2205,-1.0585,-1.5308
2010/5/10,0.7559,-1.8767,0.0911,2.5419,4.3974
2010/5/11,-2.0088,-2.9223,-0.0379,-1.3714,-0.3397
2010/5/12,0.6192,-2.4572,0.0531,0.3275,1.374
2010/5/13,2.4396,2.8528,0.0379,1.0388,-1.2145
2010/5/14,-0.6543,0.6494,-0.0227,-1.3565,-1.88
2010/5/17,-5.3454,-6.4301,0.1895,-2.1356,0.1109
2010/5/18,2.0861,1.4404,0.1286,1.1653,-1.4196
2010/5/19,-0.331,0.1315,0.1511,-1.8348,-0.513
2010/5/20,-1.3088,-1.9138,0.0754,-0.1693,-3.8976
2010/5/21,1.5689,2.0795,-0.0528,,1.5024
2010/5/24,3.7806,4.5473,-0.0075,0.6238,-1.2908
2010/5/25,-2.0716,-0.7237,0.1056,-3.4689,0.0354
2010/5/26,0,0.2738,-0.0377,1.1111,-0.5661
2010/5/27,1.636,1.7848,0.0151,1.2238,3.2876
2010/5/28,-0.3384,0.3955,-0.0904,1.7258,-1.2375
2010/5/31,-2.7028,-3.092,0.0226,-0.0077,
2010/6/1,-1.0494,-1.9144,0.0075,-1.3571,-1.7165
2010/6/2,0.487,1.4364,0.0528,-0.129,2.5843
2010/6/3,-0.7779,-0.7256,-0.0075,1.6173,0.4051
2010/6/4,0.3039,0.8646,0.0377,-0.0336,-3.4411
2010/6/7,-1.7737,-0.4027,0.0075,-2.0319,-1.3532
2010/6/8,0.1343,0.9024,-0.0226,0.5642,1.0976
2010/6/9,3.0673,2.4959,0.0452,0.6864,-0.5942
2010/6/10,-1.1542,0.2774,0,0.0584,2.9507
2010/6/11,0.3216,-0.6054,0.1958,1.2208,0.438
2010/6/17,-0.5848,-1.2566,0.1353,1.3386,2.2389
2010/6/18,-1.6978,-4.1724,0.03,0.7365,0.1317
2010/6/21,3.134,2.8883,-0.1651,3.0831,-0.3857
2010/6/22,0.1099,0.8002,-0.1052,-0.4452,-1.6071
2010/6/23,-0.9062,-0.6106,-0.0903,0.1803,-0.2985
2010/6/24,-0.0361,0.0178,0.128,-0.5903,-1.6803
2010/6/25,-0.7692,-1.6327,-0.0451,-0.206,0.2859
2010/6/28,-0.713,-1.6644,0.0527,0.1735,-0.2034
2010/6/29,-4.5921,-5.6647,0.0827,-2.3051,-3.1017
2010/6/30,-1.1169,-1.9405,0.0902,-0.5922,-1.0113
2010/7/1,-1.4435,-1.5792,-0.0225,,-0.324
2010/7/2,0.318,-0.5827,0.1127,-1.1112,-0.4662
2010/7/5,-0.8466,-0.605,-0.0075,-0.3171,
2010/7/6,1.9999,2.8467,0.0825,1.2192,0.5359
2010/7/7,0.6857,1.4549,0.1124,-1.1305,3.1331
2010/7/8,-0.1766,-0.5464,-0.0374,0.9744,0.9413
2010/7/9,2.7634,2.9544,-0.0225,1.6364,0.7204
2010/7/12,1.0998,1.1008,0.1648,0.4356,0.0733
2010/7/13,-1.5554,-1.5786,0.0823,-0.1777,1.5379
2010/7/14,0.7218,0.9316,0.0598,0.6351,-0.0155
2010/7/15,-1.6992,-2.3183,-0.0373,-1.4843,0.1196
2010/7/16,0.2917,0.59,0.1121,-0.027,-2.8819
2010/7/19,2.536,2.259,-0.0522,-0.7862,0.5982
2010/7/20,2.2006,2.838,0.0224,0.8643,1.1417
2010/7/21,0.2127,0.2042,0.0149,1.0987,-1.282
2010/7/22,1.2358,1.4759,-0.0448,0.5002,2.2513
2010/7/23,0.4239,-0.0597,-0.0075,1.0958,0.822
2010/7/26,0.6437,1.3853,0.0373,0.1181,1.12
2010/7/27,-0.5454,-0.0548,0.0224,0.6405,-0.1049
2010/7/28,2.4323,2.2969,0.0149,0.5616,-0.6922
2010/7/29,0.4977,0.7621,0.0373,0.0125,-0.4159
2010/7/30,-0.3172,-0.0694,0,-0.3035,0.0064
2010/8/2,1.6881,1.8316,0.0075,1.8211,2.2023
2010/8/3,-1.7586,-1.7398,0.0821,0.2096,-0.4796
2010/8/4,0.3651,1.2966,-0.0522,0.4298,0.6051
2010/8/5,-0.8902,0.4694,0.0149,0.0085,-0.1269
2010/8/6,1.6427,2.0632,0.0224,0.5897,-0.3704
2010/8/9,0.7103,1.3213,0.0447,0.5664,0.5483
2010/8/10,-2.9334,-3.7862,0.0075,-1.5044,-0.5967
2010/8/11,0.6204,1.2115,-0.0075,-0.8339,-2.8179
2010/8/12,-1.1868,-1.3102,0.0671,-0.8867,-0.5379
2010/8/13,1.3905,1.9205,0.0596,-0.1618,-0.4024
2010/8/16,2.3301,2.3193,0.0074,0.1924,0.012
2010/8/17,0.6916,0.7787,0.0372,0.1199,1.2192
2010/8/18,-0.1675,-0.0142,0.0074,-0.5426,0.1483
2010/8/19,0.6139,0.0978,-0.0149,0.2366,-1.6935
2010/8/20,-1.9308,-2.1267,0.0149,-0.4301,-0.3663
2010/8/23,-0.0739,0.8729,0.0223,-0.4423,-0.404
2010/8/24,0.5398,1.1755,0,-1.1025,-1.4512
2010/8/25,-2.3629,-1.979,0.1264,-0.1149,0.3289
2010/8/26,0.2487,0.7092,-0.0371,-0.1111,-0.7685
2010/8/27,0.2973,0.731,0,-0.0714,1.6587
2010/8/30,1.9746,2.7436,0.1932,0.6791,-1.4719
2010/8/31,-0.4056,0.7965,-0.1261,-0.968,0.0391
2010/9/1,-0.6595,-1.2869,0.0223,0.4253,2.9505
2010/9/2,1.2951,2.1007,0.0817,1.1884,0.9081
2010/9/3,-0.0407,0.8121,-0.0074,0.4915,1.3219
2010/9/6,1.8795,-0.2358,0.0223,1.8323,
2010/9/7,0.2695,0.6014,0.0297,0.2155,-1.1471
2010/9/8,-0.0718,0.864,-0.0816,-1.4622,0.6439
2010/9/9,-1.8285,-1.3212,0.089,0.3718,0.4832
2010/9/10,0.2082,1.0155,-0.0222,0.4258,0.4863
2010/9/13,1.015,1.7934,-0.0222,1.8862,1.1131
2010/9/14,0.0908,0.3283,-0.0371,0.174,-0.0713
2010/9/15,-1.7475,-1.5664,-0.0297,0.1364,0.3541
2010/9/16,-1.9019,-2.5206,-0.0223,-0.1574,-0.0364
2010/9/17,0.1253,-0.1611,-0.0594,1.2881,0.0827
2010/9/20,-0.4033,-1.0941,-0.0817,0.0295,1.521
2010/9/21,0.2684,-0.1405,0.0149,0.1149,-0.2564
2010/9/27,1.6642,2.7905,0.0446,1.5373,0.2088
2010/9/28,-0.8304,-0.412,0.0892,-1.0335,0.485
2010/9/29,-0.2116,-1.3757,0.052,1.2154,-0.2588
2010/9/30,2.1136,1.5312,0.0074,-0.0916,-0.3084
2010/10/8,3.7015,2.3036,0.0519,2.621,2.0987
2010/10/11,2.9125,0.4444,-0.1038,1.1468,0.0146
2010/10/12,1.2714,0.3523,-0.1559,-0.3689,0.3819
2010/10/13,1.4136,0.6389,0.0149,1.4531,0.7121
2010/10/14,0.204,-3.2499,0.0074,1.6817,-0.3641
2010/10/15,3.2115,0.2543,0,-0.3964,0.2028
2010/10/18,-0.6468,-1.1683,-0.0074,-1.2133,0.7244
2010/10/19,2.1026,3.0619,0.0297,1.2542,-1.5877
2010/10/20,0.6282,0.3262,-0.3715,-0.872,1.0524
2010/10/21,-0.6534,0.8261,-0.276,0.3947,0.1774
2010/10/22,0.1176,0.9129,-0.1271,-0.5579,0.2389
2010/10/25,3.0316,2.4718,0.0524,0.4693,0.2147
2010/10/26,-0.4308,0.9532,-0.0748,-0.1129,0.0017
2010/10/27,-1.7949,-1.0181,-0.1273,-1.8502,-0.2691
2010/10/28,-0.1816,0.0964,0.0225,0.1998,0.1125
2010/10/29,-0.5212,1.1181,-0.015,-0.4935,-0.0439
2010/11/1,2.7518,2.849,0.045,2.41,0.0947
2010/11/2,-0.284,-0.5089,-0.045,0.0781,0.7759
2010/11/3,-1.2356,-1.4407,-0.15,1.9992,0.3678
2010/11/4,1.759,2.545,-0.2103,1.6192,1.9283
2010/11/5,1.1577,1.5966,-0.1731,1.3906,0.3923
2010/11/8,0.7887,2.2464,-0.1282,0.3519,-0.2121
2010/11/9,-0.6936,0.6766,0.0075,-1.0165,-0.8052
2010/11/10,-0.705,0.3091,-0.3397,-0.8498,0.4376
2010/11/11,0.3105,-0.8139,-0.4544,0.815,-0.4242
2010/11/12,-6.2149,-6.046,-0.137,-1.9341,-1.1808
2010/11/15,0.7005,2.8189,0,-0.8067,-0.1217
2010/11/16,-4.3849,-3.5546,-0.099,-1.3908,-1.6205
2010/11/17,-2.0707,-4.1949,0.0458,-2.0198,0.0212
2010/11/18,1.4194,1.5765,0.1143,1.8218,1.5357
2010/11/19,0.9811,3.0133,-0.0761,-0.134,0.254
2010/11/22,-0.2172,1.3705,-0.2057,-0.3461,-0.1575
2010/11/23,-2.0418,-1.6974,-0.1298,-2.6691,-1.4284
2010/11/24,2.2486,2.8225,-0.0765,0.5578,1.4923
2010/11/25,1.4618,1.0307,-0.0383,0.1339,
2010/11/26,-0.8882,-0.6115,0.0612,-0.7696,-0.7469
2010/11/29,-0.1503,0.4036,-0.0459,1.2631,-0.1379
2010/11/30,-1.6635,-2.6268,-0.023,-0.683,-0.607
2010/12/1,-0.0306,0.1167,-0.0153,1.051,2.1617
2010/12/2,0.607,0.4231,0.0995,0.8558,1.2818
2010/12/3,0.0982,-0.7419,0.2218,-0.547,0.2603
2010/12/6,0.2348,-1.6438,-0.0076,-0.3552,-0.1298
2010/12/7,1.0983,1.3566,-0.0916,0.8196,0.0515
2010/12/8,-0.8892,-0.2874,0.0688,-1.4326,0.3702
2010/12/9,-1.5296,-2.0724,0.1756,0.3433,0.3843
2010/12/10,1.2362,1.4958,0.061,-0.0384,0.6002
2010/12/13,3.1336,2.7754,0.0838,0.6679,0.0048
2010/12/14,0.258,1.2554,-0.1141,0.4871,0.0911
2010/12/15,-0.6677,-0.2547,0.099,-1.9454,-0.5122
2010/12/16,-0.5228,-0.2644,0.1294,-1.3343,0.6185
2010/12/17,-0.1549,0.2202,0.1064,0.2032,0.0837
2010/12/20,-1.4572,-1.2396,0.0532,-0.3336,0.2548
2010/12/21,2.229,1.1477,0.0152,1.5671,0.603
2010/12/22,-1.048,-0.9239,-0.0911,0.2232,0.338
2010/12/23,-0.8349,-2.0295,-0.038,-0.6171,-0.1644
2010/12/24,-0.8045,-1.5382,0.1444,-0.302,
2010/12/27,-1.9996,-2.8431,-0.2428,,0.0613
2010/12/28,-1.7672,-2.4565,-0.1825,-0.9288,0.0771
2010/12/29,0.555,1.7342,0.2057,1.5364,0.1009
2010/12/30,0.0741,0.3316,0.0304,0.1308,-0.1508
2010/12/31,2.094,2.2414,0.1444,0.157,-0.0191
2011/1/4,1.9634,1.5148,0.1214,2.7481,0.9987
2011/1/5,-0.4395,0.3446,0.091,0.3775,0.5007
2011/1/6,-0.5044,-0.5465,-0.1439,0.1199,-0.2123
2011/1/7,0.2209,-0.5226,0.0531,-0.419,-0.1845
2011/1/10,-1.8454,-2.9061,0.0076,-0.6728,-0.1376
2011/1/11,0.5384,-0.5329,-0.1289,0.9907,0.3725
2011/1/12,0.5573,0.5985,0.2353,1.5373,0.9008
