,stock_large,stock_small,bond,stock_HongKong,stock_US
2005/11/7,-0.1233,0.8238,-0.0898,-1.5083,0.2188
2005/11/8,0.484,0.827,-0.1259,0.2604,-0.3451
2005/11/9,-0.2577,-0.4541,-0.243,1.3494,0.169
2005/11/10,-1.852,-2.8211,-0.1173,0.2451,0.8446
2005/11/11,0.2111,0.3272,-0.0813,0.7331,0.3055
2005/11/14,-0.3054,0.4385,0.1266,-0.7538,-0.0778
2005/11/15,-0.6396,-0.8553,0.0181,-0.0142,-0.385
2005/11/16,0.7569,0.7558,0.0542,0.1581,0.179
2005/11/17,-0.0534,-0.1083,-0.0541,0.9381,0.9414
2005/11/18,2.2701,2.1726,-0.0993,0.6447,0.4401
2005/11/21,0.1848,0.3816,0,0.0151,0.5271
2005/11/22,-1.6127,-1.7931,0.0271,0.0005,0.5084
2005/11/23,0.7603,0.763,-0.1626,1.187,0.3473
2005/11/24,0.6008,0.4274,0.009,0.1463,
2005/11/25,0.2963,-0.0676,-0.0633,-0.0194,0.2086
2005/11/28,-0.4454,-0.3315,0.1992,0.1229,-0.8508
2005/11/29,-1.0063,-1.3523,0.0271,-0.4718,0.0016
2005/11/30,0.2886,0.3017,-0.009,-0.6096,-0.6362
2005/12/1,-0.0867,-0.1576,0.0271,0.8763,1.2157
2005/12/2,-0.3586,-1.2472,0.0452,0.8783,0.0324
2005/12/5,-1.187,-2.5601,0.0993,-0.2734,-0.2363
2005/12/6,0.7521,0.2449,0.0451,-1.1097,0.1276
2005/12/7,0.8963,0.9889,0.1262,0.9629,-0.5009
2005/12/8,0.0249,-0.1508,0.072,-1.6901,-0.1217
2005/12/9,1.5219,1.6931,-0.018,0.2107,0.2811
2005/12/12,0.1307,0.6492,0.117,0.4956,0.0842
2005/12/13,0.0656,0.0416,0.0719,-0.2788,0.5554
2005/12/14,1.0181,0.9277,-0.009,0.2251,0.419
2005/12/15,-0.1914,-0.5975,0.1168,0.5526,-0.1414
2005/12/16,0.6835,0.8456,0.0449,-0.194,-0.2848
2005/12/19,0.0387,0.021,0.0807,1.0185,-0.5839
2005/12/20,0.4882,0.1686,-0.0358,-0.0904,-0.0238
2005/12/21,-0.46,-0.6402,0.0359,0.3444,0.2517
2005/12/22,0.6212,0.5702,0.1434,-0.2555,0.4221
2005/12/23,0.7853,1.2072,0,0.0069,0.0426
2005/12/26,0.7084,0.8964,-0.0358,,
2005/12/27,-0.3272,0.1591,-0.0358,,-0.9553
2005/12/28,0.1696,0.3136,0.009,-0.5403,0.1297
2005/12/29,1.2066,1.113,-0.0806,-0.3705,-0.2981
2005/12/30,-0.9206,-0.7633,-0.1613,-1.1243,-0.4887
2006/1/4,1.9467,1.3485,0.2334,2.1755,2.0164
2006/1/5,1.8808,1.2621,0.1343,0.4676,0.0016
2006/1/6,1.1362,1.0431,-0.1878,0.4801,0.9399
2006/1/9,0.5382,1.4718,0.3136,1.3229,0.3656
2006/1/10,0.2975,0.6765,0.125,0.1446,-0.0357
2006/1/11,-0.4781,-0.5153,0.1695,0.52,0.3481
2006/1/12,1.0518,2.3082,0.1247,0.4376,-0.6274
2006/1/13,-0.4988,0.5476,0.0889,0.4364,0.1205
2006/1/16,-1.7746,-1.3048,0.0178,-0.0649,
2006/1/17,0.2965,-0.1144,0.151,-1.2772,-0.3635
2006/1/18,2.0048,2.1601,0.0887,-0.6098,-0.3897
2006/1/19,0.7727,1.1475,0.0355,1.2222,0.5564
2006/1/20,0.2137,0.3007,0,-0.0532,-1.8326
2006/1/23,0.2841,0.8711,-0.124,-1.2598,0.1847
2006/1/24,0.2942,-0.0745,0.0355,0.4255,0.2405
2006/1/25,1.0514,-0.2672,0.0355,-0.0655,-0.1721
2006/2/6,2.3412,2.4142,0.1064,0.1783,0.0269
2006/2/7,-0.3191,0.0677,0.0177,-0.1997,-0.8095
2006/2/8,0.3044,0.1395,-0.0443,-0.9252,0.8663
2006/2/9,-1.3042,-1.3598,0.1329,0.2601,-0.1478
2006/2/10,1.2493,1.1576,0.0619,0.0812,0.254
2006/2/13,-0.07,-0.3472,0.0177,-0.7381,-0.326
2006/2/14,0.6705,0.886,0.053,0.7068,1.0033
2006/2/15,0.3013,0.0106,0.0265,0.0191,0.3504
2006/2/16,-2.0678,-2.7958,-0.0265,0.1791,0.7328
2006/2/17,0.0242,-0.8968,0,0.1606,-0.166
2006/2/20,0.1246,-0.6556,-0.0088,0.7947,
2006/2/21,1.6813,1.722,-0.0618,0.1832,-0.3271
2006/2/22,-0.0896,-0.0073,-0.0796,0.0543,0.7513
2006/2/23,0.3361,-0.1276,0.0442,1.1308,-0.3775
2006/2/24,0.775,0.8804,0,0.2752,0.1273
2006/2/27,-0.1524,-0.3912,0.0884,0.5918,0.3637
2006/2/28,0.4929,0.1398,-0.053,-0.1969,-1.0401
2006/3/1,0.3427,0.7609,0.0619,-0.6307,0.8261
2006/3/2,-1.6991,-1.9235,0.0972,0.4069,-0.1626
2006/3/3,0.2899,0.1141,-0.0265,-0.5065,-0.1482
2006/3/6,-0.2692,-0.2206,0.0265,0.0622,-0.6968
2006/3/7,-2.3006,-2.4965,0,-1.3248,-0.1862
2006/3/8,-0.5618,-0.4034,0.053,-0.7003,0.203
2006/3/9,-0.4882,-0.5082,0.0794,0.11,-0.4881
2006/3/10,0.4533,0.1688,0.0441,-0.4196,0.7349
2006/3/13,1.087,0.7416,0.0176,0.6282,0.199
2006/3/14,-0.1561,0.345,0.0088,-0.1435,1.0396
2006/3/15,1.0494,1.1772,-0.0176,1.2925,0.427
2006/3/16,-0.1304,0.3006,0,0.0552,0.1773
2006/3/17,-0.3504,-0.1902,0.0176,0.4617,0.1471
2006/3/20,1.3324,1.3153,0.0529,0.8119,-0.166
2006/3/21,0.2986,0.3963,-0.0616,-0.0452,-0.6015
2006/3/22,0.6638,1.272,-0.1057,-1.7581,0.6021
2006/3/23,0.0831,0.8953,-0.0265,0.8206,-0.2582
2006/3/24,-0.5661,-0.67,-0.0794,-0.3469,0.0983
2006/3/27,0.7775,1.0144,-0.0088,0.6325,-0.1028
2006/3/28,0.502,1.0535,0.053,0.2574,-0.6438
2006/3/29,0.8818,0.3202,0,-0.703,0.747
2006/3/30,-0.9068,-1.0772,0.0529,0.8611,-0.2026
2006/3/31,0.5167,1.347,-0.0088,-0.4764,-0.4168
2006/4/3,1.7184,2.5531,0.0088,1.6369,0.2301
2006/4/4,0.931,1.2011,-0.1058,0.2262,0.6257
2006/4/5,0.9729,1.0169,-0.1589,,0.4311
2006/4/6,0.297,0.4794,0.0707,1.9319,-0.1921
2006/4/7,-0.0075,1.3682,0.053,0.3696,-1.0343
2006/4/10,1.3376,2.1168,0.0442,0.3024,0.0849
2006/4/11,0.4829,0.3382,-0.0353,-0.2771,-0.7736
2006/4/12,-0.5551,0.0994,-0.0442,-1.0018,0.1205
2006/4/13,-2.0722,-2.9947,0.0177,0.7277,0.0776
2006/4/14,2.2563,2.3989,-0.1678,,
2006/4/17,0.5191,0.4898,-0.1062,,-0.294
2006/4/18,0.6107,0.3856,-0.0354,1.2665,1.7365
2006/4/19,0.6152,0.267,0.0089,1.1595,0.1744
2006/4/20,-0.3391,-0.8004,0.0177,0.6767,0.1168
2006/4/21,1.3026,0.9796,-0.0266,-0.19,-0.0137
2006/4/24,-0.5622,-0.7412,-0.0354,-1.2209,-0.2417
2006/4/25,-0.0672,0.7935,-0.0621,-0.7656,-0.487
2006/4/26,1.2081,1.2467,0,0.5724,0.2819
2006/4/27,-0.0396,0.7619,0.0976,0.421,0.3302
2006/4/28,1.4784,1.4543,0.0798,-0.4871,0.068
2006/5/8,3.9321,3.4198,0.062,3.8442,1.072
2006/5/9,2.722,3.1647,0.0442,-0.9698,0.0362
2006/5/10,1.1443,1.9274,0.0619,-0.3117,-0.1728
2006/5/11,-0.8609,-0.306,0.1238,0.3524,-1.2798
2006/5/12,3.2845,3.7087,0.0353,-1.3939,-1.1241
2006/5/15,4.3123,4.7712,-0.0441,-2.4081,0.2525
2006/5/16,-1.5551,-3.494,0.0353,-0.6167,-0.1869
2006/5/17,0.3302,1.6206,0,1.3569,-1.6841
2006/5/18,-0.3236,0.7005,0,-2.1006,-0.6699
2006/5/19,2.6214,2.8189,0.0353,0.288,0.4137
2006/5/22,0.5546,1.5451,-0.0353,-3.113,-0.3915
2006/5/23,-4.0781,-4.3694,0.0265,0.3735,-0.435
2006/5/24,-0.7143,-1.3168,0.0529,-0.2642,0.1584
2006/5/25,-0.0417,1.2399,0.0265,-0.7947,1.137
2006/5/26,1.7835,2.3082,-0.0265,1.2627,0.5719
2006/5/29,2.65,2.3624,-0.0441,0.432,
2006/5/30,0.9123,1.6589,0.0529,-0.6633,-1.5873
2006/5/31,-0.965,-0.582,-0.0441,,0.8136
2006/6/1,2.7411,3.8086,-0.0618,-1.3408,1.2298
2006/6/2,-0.9098,0.1389,-0.0971,1.7094,0.1952
2006/6/5,0.9386,1.8197,0,0.6505,-1.78
2006/6/6,-0.2866,-0.9325,-0.0972,-0.2692,-0.1138
2006/6/7,-5.6398,-6.7762,0.0265,-0.9801,-0.6092
2006/6/8,0.4352,0.3844,-0.0354,-2.3168,0.1417
2006/6/9,-2.3978,-2.1509,-0.0973,1.1558,-0.4476
2006/6/12,0.2693,0.4531,0,-0.0464,-1.2697
2006/6/13,0.0467,0.6613,-0.0531,-2.4775,-1.028
2006/6/14,-1.1089,-1.0024,-0.0089,0.0886,0.5189
2006/6/15,0.1172,0.3307,0.0797,1.2274,2.1235
2006/6/16,2.5382,2.2239,-0.1328,2.6405,-0.3678
2006/6/19,1.2809,1.1274,-0.1418,-0.4658,-0.9109
2006/6/20,0.2495,1.2096,-0.0621,-1.014,-0.0016
2006/6/21,-0.3505,-0.3112,-0.0089,0.3228,0.9741
2006/6/22,-0.1484,0.055,-0.0622,1.0686,-0.5271
2006/6/23,0.5928,1.3629,-0.0711,-0.113,-0.0883
2006/6/26,1.7893,1.8612,0.0623,-0.0253,0.4869
2006/6/27,0.0354,0.5181,0.0978,-0.1905,-0.9084
2006/6/28,-0.0741,-0.1975,0.0799,-0.2031,0.5487
2006/6/29,2.3655,1.804,0,0.7785,2.1565
2006/6/30,-0.0832,-0.1458,0.0355,2.5364,-0.2098
2006/7/3,1.8914,1.8892,-0.0177,0.3629,0.7865
2006/7/4,-0.6558,-0.3454,0.0177,0.2592,
2006/7/5,-1.276,-0.7412,-0.0177,-0.6219,-0.7249
2006/7/6,1.8425,2.7724,0,1.0685,0.2494
2006/7/7,-0.5812,0.1349,0.071,0.1143,-0.675
2006/7/10,0.1202,0.5701,0.0266,0.875,0.147
2006/7/11,0.4568,0.7615,0,-0.6847,0.4087
2006/7/12,0.044,0.0139,0.0443,0.1945,-1.0939
2006/7/13,-5.1516,-6.5479,0.0532,-1.3117,-1.2959
2006/7/14,0.8202,0.7322,-0.0443,-1.0412,-0.4902
2006/7/17,1.1145,1.6543,0.062,-0.4393,-0.1383
2006/7/18,0.0847,0.7893,0.0089,-0.13,0.192
2006/7/19,-2.6774,-2.2725,-0.0266,0.3341,1.8555
2006/7/20,0.6397,0.8188,-0.1151,2.33,-0.8477
2006/7/21,0.8058,0.5812,-0.0621,-0.0512,-0.7077
2006/7/24,0.1541,0.2392,-0.1242,0.0997,1.6625
2006/7/25,1.1816,1.4409,0.0178,0.6266,0.6321
2006/7/26,-0.2092,0.3749,0.0533,0.2013,-0.0378
2006/7/27,-1.1485,-1.1355,0.071,1.8025,-0.41
2006/7/28,-1.044,-0.9589,0.0089,0.2262,1.2152
2006/7/31,-3.5087,-4.495,0.0089,0.0961,-0.1478
2006/8/1,-0.9481,-1.1327,0,-0.3534,-0.4496
2006/8/2,-0.5436,-0.4999,-0.0355,0.7177,0.6004
2006/8/3,-0.2623,-0.0501,0.071,0.092,0.1345
2006/8/4,-2.3461,-3.31,-0.0709,-0.9421,-0.0711
2006/8/7,-1.4338,-2.292,-0.0177,0.3893,-0.2806
2006/8/8,2.3106,3.1173,-0.0444,0.5583,-0.3363
2006/8/9,-0.0869,0.1762,0,1.7502,-0.4349
2006/8/10,1.6123,1.7368,0.0888,-0.7174,0.4629
2006/8/11,0.3288,0.4936,0.0177,0.1615,-0.3986
2006/8/14,-2.3465,-2.9444,0.0532,0.2322,0.116
2006/8/15,1.6169,1.954,-0.0089,-0.0922,1.3696
2006/8/16,1.3986,1.7314,0.0709,1.0244,0.7662
2006/8/17,-0.9302,-0.8239,0.0443,-0.4469,0.1582
2006/8/18,-0.2958,-0.7752,0.0708,-0.2438,0.3715
2006/8/21,0.2126,0.5827,-0.1062,-1.8627,-0.367
2006/8/22,1.1574,1.1398,0.0797,0.8341,0.1002
2006/8/23,0.0321,-0.3739,0.0088,-0.3578,-0.4489
2006/8/24,0.5228,0.949,0.0088,-1.2017,0.2374
2006/8/25,0.2349,0.2962,0.0354,0.4289,-0.0748
2006/8/28,2.3511,2.5492,-0.0177,-0.1956,0.5166
2006/8/29,0.3214,-0.0605,0,0.9513,0.192
2006/8/30,0.3395,0.8393,-0.0088,1.1791,-0.0008
2006/8/31,0.3014,0.765,0.0796,0.6223,-0.0345
2006/9/1,-1.5384,-1.8886,-0.053,0.1808,0.5515
2006/9/4,1.4524,2.2379,0.0265,0.5175,
2006/9/5,0.2572,0.3847,0.0354,-0.4287,0.1709
2006/9/6,0.424,0.4598,0.0088,-1.0338,-0.9891
2006/9/7,-1.3362,-1.6366,0,-0.9391,-0.4799
2006/9/8,0.2843,0.0962,0.0088,0.2885,0.3787
2006/9/11,0.4956,0.5434,0.0619,-1.15,0.0477
2006/9/12,0.6636,0.392,0.0177,0.7482,1.0442
2006/9/13,-0.6866,-1.4585,0,0.7885,0.3777
2006/9/14,-0.0081,0.1196,0.0442,-0.1545,-0.1358
2006/9/15,1.7966,1.1508,0.0353,0.3154,0.2727
2006/9/18,0.9719,1.5663,0.0706,0.8676,0.0993
2006/9/19,0.1996,0.333,0.0529,-0.233,-0.2172
2006/9/20,0.0109,0.286,0.0617,0.9585,0.5211
2006/9/21,0.6464,0.3071,0,0.611,-0.5395
2006/9/22,-0.9023,-0.8256,0.0616,-0.1096,-0.2466
2006/9/25,-0.1784,0.3241,0.0792,-0.3103,0.8815
2006/9/26,-1.075,-0.4013,0.0704,-1.3562,0.7517
2006/9/27,0.9922,0.9448,0.0439,1.2331,0.0187
2006/9/28,1.1585,0.8422,0.1054,0.0517,0.1915
2006/9/29,1.1725,1.0116,0.1492,0.0712,-0.2464
2006/10/9,2.338,1.8518,0.1402,0.7535,1.1087
2006/10/10,0.0815,0.5878,-0.0525,0.8569,0.2043
2006/10/11,-0.0932,0.1665,0.0875,0.2024,-0.2564
2006/10/12,-0.6551,-1.5181,0.0175,0.0577,0.9541
2006/10/13,0.3072,0.5468,0.0525,0.6477,0.2047
2006/10/16,-0.8642,-0.5569,0.0262,0.1186,0.2512
2006/10/17,-0.2868,0.0909,0.0262,0.0258,-0.3652
2006/10/18,1.6363,1.2803,0.0175,0.1846,0.14
2006/10/19,0.1241,0.5533,0.0611,-0.3387,0.0732
2006/10/20,0.0559,-0.5933,0,0.7037,0.12
2006/10/23,-2.1849,-3.1854,0.0436,-0.1308,0.6152
2006/10/24,2.2247,2.5866,0.0349,0.3514,0.0261
2006/10/25,0.4702,-0.7092,0.0611,0.025,0.3514
2006/10/26,0.6407,-0.5882,0.0523,1.0783,0.4963
2006/10/27,-1.1706,-1.6978,-0.0697,-0.3062,-0.8452
2006/10/30,0.4996,-0.1989,0.0262,,0.0428
2006/10/31,1.2608,0.9444,0,0.1465,0.0007
2006/11/1,1.0199,0.4462,0.0174,0.7056,-0.7352
2006/11/2,0.0167,-0.1738,0.061,1.4151,-0.0344
2006/11/3,0.5836,0.2477,0.0261,0.1865,-0.2223
2006/11/6,1.3169,-0.5839,-0.0261,0.9966,1.1346
2006/11/7,0.5447,-0.9709,-0.1219,0.0146,0.2218
2006/11/8,-1.1827,-0.2754,0.0174,-0.6762,0.2083
2006/11/9,1.7716,1.0788,0.0697,0.7528,-0.5333
2006/11/10,-1.3545,-2.5354,0,-0.3257,0.1865
2006/11/13,-1.8804,-3.5488,0,-0.1196,0.2549
2006/11/14,1.2195,1.1093,-0.0087,0.0524,0.6356
2006/11/15,2.7438,1.555,0,1.1366,0.2405
2006/11/16,-0.096,-1.4666,-0.0174,0.3199,0.2284
2006/11/17,1.8781,0.9619,0.0436,0.1495,0.1029
2006/11/20,1.9893,-0.6834,0,-1.189,-0.05
2006/11/21,1.1983,0.7518,-0.0087,0.2831,0.1649
2006/11/22,0.7306,1.5656,-0.0436,1.2757,0.2338
2006/11/23,0.6703,0.5665,-0.0436,0.0755,
2006/11/24,0.1019,1.5043,-0.0174,-0.0261,-0.3656
2006/11/27,0.93,2.2865,0.0174,-0.2923,-1.3598
2006/11/28,-0.4714,0.6464,0.0349,-2.9394,0.3488
2006/11/29,1.4068,1.2566,-0.0174,0.7586,0.9202
2006/11/30,2.8322,1.6793,0.1046,0.956,0.0822
2006/12/1,0.8671,0.332,-0.0087,-1.4222,-0.2799
2006/12/4,2.9789,2.0863,0.0174,0.0637,0.8885
2006/12/5,0.7578,0.7372,0.0435,1.291,0.4002
2006/12/6,-0.826,-1.5709,-0.0522,0.4337,-0.1315
2006/12/7,-0.2078,-0.9842,-0.0261,-0.9638,-0.3971
2006/12/8,-3.6115,-3.7801,0.0523,-0.5466,0.1812
2006/12/11,4.577,3.1874,0.0348,0.9854,0.227
2006/12/12,0.7187,0.3283,-0.0348,-0.0924,-0.1047
2006/12/13,0.0592,0.5074,-0.1393,-0.9995,0.1169
2006/12/14,1.7899,1.6776,0.0174,1.0749,0.8689
2006/12/15,1.7152,1.6487,0.1482,1.0109,0.1122
2006/12/18,2.5954,1.6307,-0.0348,0.4304,-0.323
2006/12/19,0.2785,0.4256,-0.0522,-1.1898,0.2158
2006/12/20,0.786,1.8248,-0.1568,1.4531,-0.1417
2006/12/21,-1.4233,-1.0604,-0.0349,-0.0898,-0.3674
2006/12/22,-0.6989,-0.5172,0.0262,0.5081,-0.5316
2006/12/25,2.2926,0.9501,-0.0698,,
2006/12/26,-0.0447,-1.0339,-0.1048,,0.4352
2006/12/27,2.3031,0.6803,0.1311,2.0973,0.7015
2006/12/28,-0.1485,-1.9442,-0.0175,1.4001,-0.1479
2006/12/29,3.0867,1.2566,0.0087,-0.1859,-0.4513
2007/1/4,1.2761,-0.1425,0.0175,0.3048,0.0028
2007/1/5,0.2802,2.7145,0.1135,0.9273,-0.6085
2007/1/8,2.8305,4.6027,0.0174,-0.8986,0.222
2007/1/9,3.215,2.1548,0.0087,-0.6569,-0.0517
2007/1/10,2.5399,2.588,0.122,-1.6571,0.194
2007/1/11,-1.0788,0.5876,-0.0609,-0.935,0.634
2007/1/12,-2.5937,-3.6104,-0.0174,1.1764,0.4853
2007/1/15,5.2258,5.5685,0,2.3206,
2007/1/16,2.9087,3.4471,0.0784,-0.2024,0.0818
2007/1/17,-1.9093,-0.9423,-0.0174,0.1828,-0.0894
2007/1/18,0.3536,2.444,0.0958,1.0613,-0.2971
2007/1/19,3.4094,3.5597,0.0522,0.2476,0.2895
2007/1/22,3.974,4.6002,0.0087,2.1867,-0.5278
2007/1/23,0.675,0.1239,-0.0261,-0.0121,0.3542
2007/1/24,1.1283,0.9687,0.0435,0.2472,0.8501
2007/1/25,-3.2959,-4.793,-0.0174,-0.7263,-1.127
2007/1/26,2.4499,0.5533,-0.0261,-1.8805,-0.1208
2007/1/29,2.5466,3.3997,0.0522,-0.2192,-0.1097
2007/1/30,-0.9714,-0.2061,0.0174,1.1058,0.5772
2007/1/31,-6.5265,-5.0111,-0.0174,-1.7304,0.6593
2007/2/1,0.4124,1.0506,-0.0087,1.6101,0.5354
2007/2/2,-4.0569,-1.7688,-0.0608,0.6535,0.1694
2007/2/5,-1.1404,1.1822,0.0174,-0.5255,-0.0967
2007/2/6,1.9475,2.1368,-0.0174,0.9757,0.0698
2007/2/7,2.3206,1.8062,0.0174,0.1186,0.1395
2007/2/8,1.7223,1.8097,-0.0174,0.2677,-0.1179
2007/2/9,-0.5541,0.3922,0,-0.2768,-0.7077
2007/2/12,3.677,2.3473,-0.0087,-0.4074,-0.3261
2007/2/13,1.4983,1.8404,-0.0522,-2.2394,0.7597
2007/2/14,2.6052,2.1727,0.0174,0.3857,0.7644
2007/2/15,3.1017,3.1381,0.0174,1.6255,0.1038
2007/2/16,0.3036,1.1546,0.0174,0.1436,-0.0872
2007/2/26,1.1559,3.9626,-0.3479,-0.2915,-0.4239
2007/2/27,-9.2398,-8.9527,-0.0175,-1.7558,-3.4725
2007/2/28,3.5434,4.4879,0.1048,-2.4636,0.5561
2007/3/1,-2.7913,-2.1492,0.0959,-1.5516,-0.2595
2007/3/2,1.4225,1.7957,0.1133,0.4932,-1.1403
2007/3/5,-1.3203,0.3291,-0.0174,-3.9972,-0.9408
2007/3/6,1.8051,0.1627,0.0087,2.1092,1.5494
2007/3/7,2.7435,2.5673,0.0348,-0.7342,-0.2465
2007/3/8,1.475,2.1035,-0.0087,1.356,0.7127
2007/3/9,-0.6179,0.1202,0.1827,-0.2101,0.0685
2007/3/12,0.183,2.2157,0.0087,1.6072,0.2673
2007/3/13,0.9173,1.1481,-0.0261,-0.5621,-2.0368
2007/3/14,-1.6216,-0.6881,-0.1564,-2.5666,0.6691
2007/3/15,1.8553,1.9255,-0.0174,0.7035,0.3684
2007/3/16,-1.5619,-1.8104,-0.0348,-0.084,-0.3828
2007/3/19,2.1191,1.4983,-0.0348,1.6527,1.0894
2007/3/20,0.5023,2.1529,0.0174,0.468,0.6334
2007/3/21,1.1159,1.7181,-0.0261,0.824,1.7081
2007/3/22,0.3228,0.0749,-0.0174,0.8907,-0.0348
2007/3/23,0.1823,1.2881,0.0174,0.0121,0.1094
2007/3/26,1.7586,3.1419,0.0174,0.3718,0.0968
2007/3/27,0.7232,1.6889,0.0174,-0.2988,-0.6184
2007/3/28,0.4894,-1.1594,-0.0087,-0.776,-0.7966
2007/3/29,-0.5127,-3.6453,0.0174,1.3701,0.374
2007/3/30,-0.0546,1.0807,-0.0609,-0.1052,-0.1174
2007/4/2,2.4561,2.3091,0.0523,0.0441,0.2597
2007/4/3,1.3336,1.6312,0,0.9744,0.928
2007/4/4,0.8208,1.1977,0.0261,1.0349,0.1113
2007/4/5,1.141,1.7617,0.0087,,0.305
2007/4/6,0.9155,1.5848,0,,
2007/4/9,2.2262,1.8067,0.1044,,0.0589
2007/4/10,1.4284,0.655,-0.0696,0.6836,0.2617
2007/4/11,1.29,1.4784,0,0.4991,-0.6573
2007/4/12,1.7659,2.3466,-0.2871,-0.3385,0.6206
2007/4/13,-0.2268,-0.8496,0.0175,-0.1925,0.3488
2007/4/16,2.7377,2.9606,0,2.0479,1.0751
2007/4/17,0.8479,2.8961,-0.0611,0.1497,0.205
2007/4/18,0.6364,2.5715,-0.1659,-0.0554,0.0693
2007/4/19,-4.6663,-5.8617,-0.1486,-2.2976,-0.1202
2007/4/20,4.4116,5.1986,-0.035,1.3147,0.9261
2007/4/23,4.3181,4.6444,-0.0788,-0.0487,-0.2304
2007/4/24,0.4045,1.0354,-0.0351,0.079,-0.0351
2007/4/25,0.0895,-0.4284,0,-0.1751,1.0139
2007/4/26,1.3137,1.2673,0.1579,0.6355,-0.0782
2007/4/27,-0.66,-0.1935,0.0613,-0.6812,-0.012
2007/4/30,2.541,1.5049,0.2363,-1.011,-0.7831
2007/5/8,3.5777,4.8017,-0.0262,1.9064,1.7101
2007/5/9,0.4136,0.1954,-0.0087,0.6685,0.3223
2007/5/10,0.6277,0.7064,-0.0611,-0.4726,-1.3956
2007/5/11,-0.5879,-0.4525,-0.0699,-1.3403,0.9641
2007/5/14,0.8591,0.5943,0.0262,2.4967,-0.1793
2007/5/15,-3.4753,-3.2669,-0.1836,-0.5295,-0.1304
2007/5/16,2.6536,2.985,-0.0788,0.3312,0.8626
2007/5/17,2.1165,2.5199,-0.1753,0.2739,-0.0918
2007/5/18,-0.0523,0.3144,-0.0351,-0.4276,0.661
2007/5/21,1.4514,3.0452,-0.1493,0.1096,0.1543
2007/5/22,1.0191,2.1919,-0.0792,-0.4006,-0.0643
2007/5/23,1.7687,2.7466,-0.0616,-0.2157,-0.1207
2007/5/24,-0.4874,-0.2311,-0.3083,,-0.9703
2007/5/25,1.6711,1.7093,-0.0972,-1.3381,0.5453
2007/5/28,2.1912,2.4053,0.0708,0.0443,
2007/5/29,2.3501,1.9309,0.0619,-0.2931,0.157
2007/5/30,-6.7613,-8.1869,0.0618,-0.859,0.7984
2007/5/31,1.0676,-4.2299,-0.0441,1.6789,0.0255
2007/6/1,-3.1568,-7.2014,-0.0177,-0.1531,0.3737
2007/6/4,-7.69,-8.6292,-0.0088,0.6151,0.1849
2007/6/5,3.5086,1.14,-0.0177,0.543,-0.5347
2007/6/6,1.1816,2.1036,-0.0618,-0.1129,-0.8864
2007/6/7,3.3915,5.3476,0.0265,-0.0886,-1.757
2007/6/8,0.9353,1.6791,-0.0795,-1.3991,1.137
2007/6/11,2.4491,2.5403,-0.0177,0.5185,0.0962
2007/6/12,2.6513,2.7746,-0.0265,0.1014,-1.0682
2007/6/13,2.0356,3.6529,-0.1062,-0.2793,1.5184
2007/6/14,-1.0307,-1.3849,-0.0532,1.402,0.4816
2007/6/15,0.578,0.1056,-0.0886,0.7178,0.6527
2007/6/18,3.127,2.8415,-0.1419,2.6923,-0.1213
2007/6/19,0.6016,2.024,-0.0888,,0.1731
2007/6/20,-2.2431,-2.9325,-0.0178,0.4716,-1.3601
2007/6/21,0.9544,-0.4943,-0.08,1.2451,0.618
2007/6/22,-3.475,-5.7441,-0.0801,0.2061,-1.2896
2007/6/25,-4.2907,-6.5791,-0.0356,-0.8071,-0.3208
2007/6/26,1.3055,1.9927,-0.0446,-0.0861,-0.3238
2007/6/27,2.8581,2.3827,-0.0357,-0.4495,0.9009
2007/6/28,-4.5035,-6.5717,-0.0624,1.0719,-0.0418
2007/6/29,-2.4477,-4.59,0.0357,-0.7543,-0.1567
2007/7/2,-0.1706,1.654,0.0803,,1.0696
2007/7/3,1.9845,1.6439,0,1.738,0.358
2007/7/4,-2.3131,-2.2185,-0.098,0.3043,
2007/7/5,-5.5067,-6.6898,-0.0535,0.155,0.0348
2007/7/6,4.8863,6.2481,-0.0446,1.2526,0.3304
2007/7/9,2.9922,3.3507,0.0089,1.2679,0.0921
2007/7/10,-1.1954,-2.8431,-0.1518,0.2998,-1.4185
2007/7/11,0.3775,1.3068,-0.0358,-1.2183,0.5721
2007/7/12,0.7137,0.489,0.0447,0.8935,1.9055
2007/7/13,0.0839,-0.4176,0.0358,1.2726,0.3101
2007/7/16,-3.1977,-3.3858,0.0894,-0.6292,-0.1919
2007/7/17,2.4793,2.2173,0.3394,0.4503,-0.0097
2007/7/18,0.4729,0.3866,-0.089,-0.9341,-0.2065
2007/7/19,-0.0152,0.4398,-0.1871,0.763,0.4469
2007/7/20,4.3312,4.0783,-0.1517,1.1979,-1.2221
2007/7/23,4.6537,5.1744,-0.0536,0.3162,0.4869
2007/7/24,0.1114,0.2066,0.0358,0.4593,-1.9804
2007/7/25,2.2615,2.8501,-0.0179,-0.4716,0.4666
2007/7/26,1.1214,2.0467,0.0715,-0.6442,-2.3339
2007/7/27,0.092,1.8823,-0.0089,-2.7627,-1.5992
2007/7/30,2.395,1.9515,0.1519,0.7509,1.0254
2007/7/31,1.1398,1.1599,0.0714,1.9571,-1.2647
2007/8/1,-3.8131,-5.5057,0.0446,-3.1468,0.7243
2007/8/2,3.3962,4.2218,-0.0178,-0.0539,0.4359
2007/8/3,3.656,1.6426,0.0446,0.4241,-2.6586
2007/8/6,2.2966,2.1846,0.0713,-2.6697,2.4151
