,159001.SZ,159003.SZ,159005.SZ,159901.SZ,159902.SZ,159903.SZ,159905.SZ,159906.SZ,159907.SZ,159908.SZ,159909.SZ,159910.SZ,159911.SZ,159912.SZ,159913.SZ,159915.SZ,159916.SZ,159918.SZ,159919.SZ,159920.SZ,159921.SZ,159922.SZ,159923.SZ,159924.SZ,159925.SZ,159926.SZ,159927.SZ,159928.SZ,159929.SZ,159930.SZ,159931.SZ,159932.SZ,159933.SZ,159934.SZ,159935.SZ,159936.SZ,159937.SZ,159938.SZ,159939.SZ,159940.SZ,159941.SZ,159942.SZ,159943.SZ,159944.SZ,159945.SZ,159946.SZ,159948.SZ,159949.SZ,510010.SH,510020.SH,510030.SH,510050.SH,510060.SH,510070.SH,510090.SH,510110.SH,510120.SH,510130.SH,510150.SH,510160.SH,510170.SH,510180.SH,510190.SH,510210.SH,510220.SH,510230.SH,510260.SH,510270.SH,510280.SH,510290.SH,510300.SH,510310.SH,510330.SH,510360.SH,510410.SH,510420.SH,510430.SH,510440.SH,510500.SH,510510.SH,510520.SH,510560.SH,510580.SH,510630.SH,510650.SH,510660.SH,510680.SH,510710.SH,510810.SH,510880.SH,510900.SH,511010.SH,511210.SH,511220.SH,511600.SH,511660.SH,511680.SH,511690.SH,511700.SH,511760.SH,511800.SH,511810.SH,511820.SH,511830.SH,511850.SH,511860.SH,511880.SH,511890.SH,511900.SH,511910.SH,511920.SH,511930.SH,511950.SH,511960.SH,511970.SH,511980.SH,511990.SH,512000.SH,512010.SH,512070.SH,512100.SH,512120.SH,512210.SH,512220.SH,512230.SH,512300.SH,512310.SH,512330.SH,512340.SH,512500.SH,512510.SH,512600.SH,512610.SH,512640.SH,512660.SH,512680.SH,512810.SH,512880.SH,512990.SH,513030.SH,513100.SH,513500.SH,513600.SH,513660.SH,518800.SH,518880.SH
2008-03-31 00:00:00.005,,,,-17.4533038763,-17.7731673582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.13767495,,,,,,,,,,-18.0342384888,,,,,,,,,,,,,,,,,,,,,,,,,,,,-23.3610567515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-04-30 00:00:00.005,,,,1.67883211679,-1.17746005046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.54849965108,,,,,,,,,,5.80962669547,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.87296520906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-05-30 00:00:00.005,,,,-9.73917205073,-3.27659574468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.77177756348,,,,,,,,,,-8.78048780488,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.78323786554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-06-30 00:00:00.005,,,,-23.0116648993,-21.2054553454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-20.4845030281,,,,,,,,,,-21.1292127845,,,,,,,,,,,,,,,,,,,,,,,,,,,,-26.0996119017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-07-31 00:00:00.005,,,,2.61707988981,7.81686208822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.224014336918,,,,,,,,,,1.26143172501,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.53829321663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-08-29 00:00:00.005,,,,-18.7583892617,-17.8146038322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.8958426464,,,,,,,,,,-13.3914668328,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.437900128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-09-26 00:00:00.005,,,,-7.02189178026,-11.2161310649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.43964671246,,,,,,,,,,-5.78928443006,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.470957613815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-10-31 00:00:00.005,,,,-26.2105730786,-22.6401703336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-27.1704180064,,,,,,,,,,-27.4236641221,,,,,,,,,,,,,,,,,,,,,,,,,,,,-30.0736067298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-11-28 00:00:00.005,,,,16.9175195665,17.9816513761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.09423744341,,,,,,,,,,10.4128319748,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.7894736842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-12-31 00:00:00.005,,,,0.617919670443,9.7200622084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.29062276306,,,,,,,,,,-1.1431293165,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.74025974026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-01-23 00:00:00.005,,,,11.7195496418,5.45712260808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.2087912088,,,,,,,,,,12.2139243556,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.815269257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-02-27 00:00:00.005,,,,6.73385249656,3.29301075269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.68906455863,,,,,,,,,,3.69257191928,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.07552870091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-03-31 00:00:00.005,,,,19.6566523605,17.4365647365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.3278271919,,,,,,,,,,17.6811594203,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.6615675101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-04-30 00:00:00.005,,,,4.30416068867,8.42105263158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.05843801202,,,,,,,,,,4.27078913254,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.67388022144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-05-27 00:00:00.005,,,,6.70563961486,3.98569238631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.45839957605,,,,,,,,,,5.24493681842,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.80582524272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-06-30 00:00:00.005,,,,12.6973896229,4.52088452088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.5477386935,,,,,,,,,,15.9539473684,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.54145437703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-07-31 00:00:00.005,,,,18.2442093223,8.88575458392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.4951660361,,,,,,,,,,17.304964539,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.6236786469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-08-31 00:00:00.005,,,,-22.4909310762,-14.8100172712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-27.4565448741,,,,,,,,,,-25.2720677146,,,,,,,,,,,,,,,,,,,,,,,,,,,,-24.2679232582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-09-30 00:00:00.005,,,,7.23868954758,10.1368474404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.21515892421,,,,,,,,,,6.31067961165,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.75555555556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-10-30 00:00:00.005,,,,10.707011929,7.13299585826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.50112968821,-1.00439422473,,,,,,,,,8.67579908676,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1432570499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-11-30 00:00:00.005,,,,9.69776609724,13.4562508591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.86717108029,4.12175015853,,,,,,,,,5.74229691877,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.71611355458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-12-31 00:00:00.005,,,,1.4135122185,3.61777428234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.109409190372,,,3.56131121004,5.23751522533,,,,,,,,,1.98675496689,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.69679300292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-01-29 00:00:00.005,,,,-9.85116938342,-3.49146110057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.9289617486,,,-12.3094958968,-11.0532407407,,,,,,,,,-10.6493506494,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.6394606104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-02-26 00:00:00.005,,,,3.51153039832,3.49980338183,4.45004198153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.59509202454,,,1.60427807487,0.39037085231,,,,,,,,,2.03488372093,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.84738955823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-03-31 00:00:00.005,,,,0.405063291139,2.96352583587,0.32154340836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0193236715,0.0,,3.0701754386,1.74983797797,,,,,,,,,2.5641025641,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.81388012618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-04-30 00:00:00.005,,,,-8.97629853757,-3.32103321033,-10.8173076923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.15123094959,-8.94308943089,,-9.31914893617,-5.35031847134,,,,,,,,,-8.61111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.71417505809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-05-31 00:00:00.005,,,,-8.42105263158,-5.15267175573,-7.54716981132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.8686868687,-11.6071428571,-2.48281130634,-8.96292820272,-12.9878869448,,,,,,,,,-9.726443769,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.27322868053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-06-30 00:00:00.005,,,,-9.04416212946,-7.80684104628,-8.45481049563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.16045845272,-6.06060606061,-5.75793184489,-5.41237113402,-5.56844547564,,,,,-8.99308224443,,,,-6.73400673401,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.7243293247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-07-30 00:00:00.005,,,,16.0292650482,12.3963334788,15.7112526539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.4503816794,8.60215053763,10.8063175395,9.86376021798,8.59950859951,,,,,13.8935810811,,,,11.5523465704,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.6940893828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-08-31 00:00:00.005,,,,5.33104041273,11.9223300971,4.67889908257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.3698630137,-2.47524752475,-4.20105026257,-3.02579365079,-3.61990950226,,-0.770077007701,,,3.85613644791,,,,-0.809061488673,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.28623685414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-09-30 00:00:00.005,,,,2.04081632653,2.67175572519,1.1393514461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.38888888889,1.0152284264,-3.56303837118,-0.358056265985,-0.93896713615,,0.332594235033,,,1.8921813638,,,,0.489396411093,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.748713149275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-10-29 00:00:00.005,,,,15.2,9.19229469415,16.2911611785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.1971830986,13.567839196,16.077953715,13.6550308008,13.981042654,0.0,13.3701657459,,,16.0126138753,,,,14.7727272727,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.2402180938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-11-30 00:00:00.005,,,,-5.99482379968,-0.0309501702259,-7.60059612519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.69696969697,-10.1769911504,-10.6330884925,-9.60690498314,-9.70200970201,1.20937263794,-9.16179337232,-7.49607535322,,-3.77529447297,,-11.1587982833,,-7.77934936351,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.85384292314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-12-31 00:00:00.005,,,,0.738916256158,-1.48606811146,1.77419354839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.402684563758,-0.492610837438,-0.117416829746,-0.455235204856,1.38142747506,-4.85436893204,0.858369098712,1.01824352991,,-1.19271814187,,1.69082125604,,-0.306748466258,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.729261622607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-31 00:00:00.005,,,,-4.76772616137,-9.14519170333,-3.72424722662,-3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.267379679144,0.990099009901,0.0783699059561,-0.609756097561,3.17940953823,-5.2590266876,-1.48936170213,-1.63796724066,,-0.730622617535,,2.85035629454,6.17551462622,-1.07692307692,1.50316455696,,,,,,,,,,,,,,,,,,,,,,,,,,,0.367309458219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-02-28 00:00:00.005,,,,8.85750962773,8.26703562781,7.40740740741,7.01030927835,1.18694362018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.48525469169,1.96078431373,2.93657008614,2.76073619632,1.24724871607,8.20215410108,4.53563714903,3.5439795047,,5.76,1.20286085826,2.77136258661,9.86394557823,4.19906687403,1.90958690569,,,,,,,,,,,,,,,,,,,,,,,,,,,4.52881976212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-03-31 00:00:00.005,,,,-3.41981132075,-4.92012779553,-3.2183908046,-2.69749518304,-7.13587487781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.72020725389,1.44230769231,3.27120578167,3.18407960199,-0.869565217391,-1.22511485452,3.30578512397,3.13402061856,,-2.54160363086,-4.24028268551,0.674157303371,1.08359133127,1.19402985075,-0.38240917782,-1.58516020236,-3.19869883437,,,,,,,,,,,,,,,,,,,,,,,,,1.13785557987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-04-29 00:00:00.005,,,,-2.0757020757,-5.37634408602,-1.26682501979,-2.87128712871,-3.68421052632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.42180094787,1.98895027624,1.39826422372,0.292397660819,-0.93023255814,-0.6,1.5593762495,,-3.04253337473,0.30191211003,-0.223214285714,-2.57274119449,-0.589970501475,0.575815738964,-0.445510623715,-3.47241669,,,,,,,,,,,,,,,,,,,,,,,,,0.475984422328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-05-31 00:00:00.005,,,,-5.98503740648,-7.13778409091,-5.13231756215,-5.40265035678,-4.48087431694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.1790668348,-5.14018691589,-5.88660166125,-4.99286733238,-5.61224489796,-6.80751173709,-5.93561368209,-5.55118110236,,-7.30067243036,-7.72575250836,-6.26398210291,-6.57026092424,-5.93471810089,-6.2213740458,-5.67986230637,-6.75950101538,0.827966881325,,,,,,,,,,,,,,,,,,,,,,,,-5.81395348837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-06-30 00:00:00.005,,,,3.31564986737,4.01529636711,3.88841927303,2.69396551724,3.89016018307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.806451612903,0.492610837438,-0.729086722947,0.0,1.69884169884,0.671704450042,1.06951871658,0.291788245102,1.11856823266,3.38514680484,1.73976078289,0.477326968974,3.36473755047,1.41955835962,1.4245014245,0.985401459854,2.5513378967,-2.40267639903,1.261829653,,,,,,,,,,,,,,,,,,,,,,,0.365797896662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-07-29 00:00:00.005,,,,-0.898587933248,0.551470588235,-0.488201790073,-0.314795383001,0.330396475771,,-4.05940594059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.26666666667,-0.980392156863,-4.40664862775,-3.65365365365,-4.55580865604,2.16847372811,-3.80952380952,-3.03408146301,-1.50442477876,-1.7707985299,4.23940149626,-4.51306413302,0.911458333333,-3.11041990669,-4.49438202247,-1.87929165161,0.485436893204,-4.73667809286,-1.14226375909,,,,,,,,,,,,,,,,,,,,,,,-3.50797266515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-08-31 00:00:00.005,,,,-4.66321243523,-3.21755027422,-5.31479967294,-7.05263157895,-2.96377607025,0.380589914367,-5.77915376677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.1782729805,-3.9603960396,-3.72017792155,-3.63636363636,-5.56881463803,-3.67346938776,-3.1903190319,-3.38619802829,-5.79514824798,-5.57823129252,-2.01640464798,-5.22388059701,-5.51612903226,-4.01284109149,-5.25210084034,-4.97237569061,-5.0422705314,-2.84592737978,-6.51260504202,0.628140703518,,,,,,,,,,,,,,,,,,,,,,-3.3522190746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-09-30 00:00:00.005,,,,-11.0054347826,-12.1269361541,-9.58549222798,-9.28652321631,-9.50226244344,-12.0379146919,-9.41949616648,-9.04572564612,-1.90880169671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.99418604651,-8.24742268041,-7.43385132297,-8.19407008086,-6.65543386689,-11.0169491525,-8.52272727273,-8.3850931677,-8.77443967573,-8.17723342939,-9.48726892222,-6.29921259843,-9.7985660635,-9.36454849498,-6.11973392461,-7.82945736434,-10.8744038156,-7.20538720539,-9.21348314607,-7.61548064919,,,,,,,,,,,,,,,,,,,,,,-5.37371763556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-10-31 00:00:00.005,,,,2.29007633588,3.0524505589,2.00573065903,1.87265917603,2.0,3.55603448276,2.53929866989,1.6393442623,2.91891891892,0.29230269568,,2.72638753651,,4.5251396648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.16113744076,4.49438202247,6.85117967332,5.98943041691,5.7761732852,3.33333333333,5.83850931677,5.76271186441,3.50235232619,1.9223224794,1.23314065511,5.04201680672,-1.13550340651,5.53505535055,4.5347189419,3.86879730866,3.10381733857,9.21625544267,2.59900990099,5.27027027027,4.43037974684,,,,,,,,,,,,,,,,,,,,,3.29467412375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-11-30 00:00:00.005,,,,-6.5671641791,-4.42219440968,-7.49063670412,-8.21078431373,-2.08333333333,-4.26638917794,-6.60377358491,-5.59139784946,-7.66806722689,-5.9585492228,-3.00207039337,-7.10900473934,,-6.94815606627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.69642857143,-6.98924731183,-6.15711252654,-7.14681440443,-5.54607508532,-2.30414746544,-6.10328638498,-6.63919413919,-4.09090909091,-5.35026943803,-1.71298058622,-7.46666666667,-6.54670750383,-6.46853146853,-7.04925440578,-5.02024291498,-4.32525951557,-7.24252491694,-5.06634499397,-8.21566110398,-7.17171717172,-5.69105691057,,,,,,,,,,,,,,,,,,,,-5.29531568228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-12-30 00:00:00.005,,,,-9.4249201278,-12.3526844173,-8.5020242915,-7.87716955941,-9.63704630788,-13.3695652174,-10.8585858586,-12.7182991648,-9.4425483504,-13.2920110193,-10.8858057631,-7.14285714286,-8.53199498118,-8.55829982769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.30622009569,-4.04624277457,-2.80542986425,-2.80429594272,-4.42637759711,-12.9245283019,-4.25,-3.43305541932,-10.2685624013,-11.8747458316,-12.8582494191,-6.05187319885,-13.3961491192,-5.79439252336,-2.77102576568,-5.15771526002,-12.8390596745,-0.573065902579,-13.5959339263,-3.63636363636,-3.91730141458,-12.8232758621,,,,,,,,,,,,,,,,,,,,-4.51612903226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-01-31 00:00:00.005,,,,3.7037037037,-2.63944223108,4.31415929204,3.6231884058,-1.93905817175,-3.13676286073,3.39943342776,0.0,4.27135678392,0.357426528991,2.03592814371,3.84615384615,-10.8367626886,2.70100502513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.66666666667,9.03614457831,7.49534450652,7.91896869245,5.10396975425,3.03358613218,5.09138381201,6.6531234129,1.52582159624,3.04568527919,-2.26666666667,5.21472392638,12.3935666982,5.95238095238,6.9,3.73033707865,1.03734439834,8.06916426513,3.23529411765,4.93468795356,5.20951302378,0.0,,,,,,,,,,,,,,,,,,,,6.08108108108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-02-29 00:00:00.005,,,,9.18367346939,12.0204603581,8.4835630965,8.53146853147,9.74576271186,12.4352331606,9.31506849315,13.3971291866,8.79518072289,10.8033240997,9.9765258216,8.35978835979,13.3846153846,8.86850152905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6875,4.97237569061,4.41749675184,4.43686006826,4.4964028777,7.99158780231,6.95652173913,5.52380952381,8.5549132948,9.76265114196,11.5052296498,6.4139941691,7.57575757576,6.1797752809,4.72404115996,6.41247833622,11.498973306,3.73333333333,10.5413105413,6.63900414938,7.53498385361,11.6192830655,,,,,,,,,,,,,,,,,,,,4.08704883227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-03-30 00:00:00.005,,,,-7.32087227414,-6.16438356164,-6.74486803519,-6.82989690722,-5.27670527671,-6.45161290323,-7.7694235589,-6.82777138473,-7.30897009967,-6.5,-6.93703308431,-6.640625,-7.32700135685,-0.112359550562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.26865671642,-6.31578947368,-6.84363334716,-6.37254901961,-6.79862306368,-8.17916260954,-8.2462253194,-5.95667870036,-8.09371671991,-7.58873929009,-6.36215334421,-7.94520547945,-8.05946791862,-6.87830687831,-7.01205895489,-7.12540716612,-6.48250460405,-5.78406169666,-8.50515463918,-5.317769131,-7.50750750751,-6.97674418605,,,,,,,,,,,,,,,,,,,,-5.76236613972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-04-27 00:00:00.005,,,,7.73109243697,4.28223844282,8.3857442348,8.57538035961,4.07608695652,4.06403940887,7.33695652174,2.96418279127,7.64635603345,3.8961038961,6.88073394495,8.26359832636,0.732064421669,2.69966254218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.52866242038,6.74157303371,6.05520926091,6.74810936591,6.09418282548,6.25662778367,8.22784810127,6.28598848369,6.89455388181,7.19646799117,6.48954703833,6.54761904762,6.97872340426,6.81818181818,6.86839577329,6.26918018413,6.85309176841,6.71896316508,7.46478873239,4.93150684932,7.68398268398,7.85714285714,,,,,,,,,,,,,,,,,,,,5.95238095238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-05-31 00:00:00.005,,,,1.5600624025,3.03313112459,-0.290135396518,0.382165605096,1.17493472585,2.95857988166,1.51898734177,5.43782487005,0.776914539401,1.91176470588,1.71673819742,1.44927536232,7.55813953488,-0.876232201533,0.1982160555,0.508646998983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.05263157895,-1.88916876574,-0.869275790598,-1.21845082681,2.79441117764,-0.116959064327,-1.94130925508,0.813008130081,1.72981878089,2.78118609407,0.279329608939,0.556881463803,0.354609929078,-0.404494382022,-0.660066006601,-0.184297825286,-1.69383189517,2.22804718218,-0.783289817232,0.301507537688,1.32450331126,0.99846390169,,,,-0.981354268891,,,,,,,,,,,,,,,-1.43003064351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
