,159001.SZ,159003.SZ,159005.SZ,159901.SZ,159902.SZ,159903.SZ,159905.SZ,159906.SZ,159907.SZ,159908.SZ,159909.SZ,159910.SZ,159911.SZ,159912.SZ,159913.SZ,159915.SZ,159916.SZ,159918.SZ,159919.SZ,159920.SZ,159921.SZ,159922.SZ,159923.SZ,159924.SZ,159925.SZ,159926.SZ,159927.SZ,159928.SZ,159929.SZ,159930.SZ,159931.SZ,159932.SZ,159933.SZ,159934.SZ,159935.SZ,159936.SZ,159937.SZ,159938.SZ,159939.SZ,159940.SZ,159941.SZ,159942.SZ,159943.SZ,159944.SZ,159945.SZ,159946.SZ,159948.SZ,159949.SZ,510010.SH,510020.SH,510030.SH,510050.SH,510060.SH,510070.SH,510090.SH,510110.SH,510120.SH,510130.SH,510150.SH,510160.SH,510170.SH,510180.SH,510190.SH,510210.SH,510220.SH,510230.SH,510260.SH,510270.SH,510280.SH,510290.SH,510300.SH,510310.SH,510330.SH,510360.SH,510410.SH,510420.SH,510430.SH,510440.SH,510500.SH,510510.SH,510520.SH,510560.SH,510580.SH,510630.SH,510650.SH,510660.SH,510680.SH,510710.SH,510810.SH,510880.SH,510900.SH,511010.SH,511210.SH,511220.SH,511600.SH,511660.SH,511680.SH,511690.SH,511700.SH,511760.SH,511800.SH,511810.SH,511820.SH,511830.SH,511850.SH,511860.SH,511880.SH,511890.SH,511900.SH,511910.SH,511920.SH,511930.SH,511950.SH,511960.SH,511970.SH,511980.SH,511990.SH,512000.SH,512010.SH,512070.SH,512100.SH,512120.SH,512210.SH,512220.SH,512230.SH,512300.SH,512310.SH,512330.SH,512340.SH,512500.SH,512510.SH,512600.SH,512610.SH,512640.SH,512660.SH,512680.SH,512810.SH,512880.SH,512990.SH,513030.SH,513100.SH,513500.SH,513600.SH,513660.SH,518800.SH,518880.SH
2012-06-29 00:00:00.005,,,,-7.06605222734,-4.4384057971,-6.20756547042,-6.34517766497,-0.774193548387,-5.1724137931,-6.8578553616,-6.18126659082,-6.38766519824,-5.44733044733,-5.69620253165,-7.33333333333,-0.810810810811,-8.28729281768,-4.35212660732,-5.36437246964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.73692077728,-5.20833333333,-3.20924261874,-4.03761061947,-4.40528634361,-6.01941747573,-5.15222482436,-3.17679558011,-5.96774193548,-7.53036437247,-2.58654994031,-7.5208913649,-11.5506329114,-5.30035335689,-0.76714801444,-4.48504983389,-8.4564254062,-1.82054616385,-9.74358974359,-3.94736842105,-5.31062124248,-7.08061002179,-5.51330798479,,,,-11.2983151635,,,,,,,,,,,,,,,-5.80310880829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-07-31 00:00:00.005,,,,-5.28925619835,-6.77725118483,-3.92967942089,-2.9810298103,-2.34070221066,-7.75757575758,-7.22891566265,-8.32659660469,-6.35294117647,-8.50820297596,-6.26398210291,-6.16649537513,-6.94822888283,0.963855421687,-8.89348500517,-4.49197860963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.05590062112,-4.94505494505,-3.89036251105,-3.74639769452,-3.22580645161,-5.99173553719,-4.56790123457,-3.66143604375,-5.2029731275,-6.52364273205,-4.04411764706,-4.21686746988,-5.45617173524,-4.66417910448,-6.50295588904,-5.21739130435,-4.55828963292,-4.20529801325,-10.3693181818,-5.20547945205,-5.29100529101,-7.3856975381,-4.58752515091,,,,-4.24581005587,-4.41478439425,,,,,,,,,,,,,,-3.4103410341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-08-31 00:00:00.005,,,,-7.32984293194,-1.37264870361,-9.36490850377,-9.63687150838,-6.25832223702,-0.262812089356,-4.7619047619,1.89594356261,-7.66331658291,-2.4186822352,-4.41527446301,-7.8860898138,4.39238653001,-9.0692124105,2.61066969353,-5.7110862262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.12396694215,-4.04624277457,-4.23183072677,-4.67065868263,-4.95238095238,-2.30769230769,-5.56274256145,-4.83711747285,-3.79975874548,-5.01170960187,-2.68199233716,-4.40251572327,-4.54115421003,-4.69667318982,-5.6420233463,-2.52293577982,-3.2967032967,-3.97511234013,-2.21870047544,-5.20231213873,-4.35754189944,-1.77215189873,-5.3985660059,,,,-5.13418903151,-4.08163265306,,,,,,,,,,,,,,-3.70159453303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-28 00:00:00.005,,,,4.5197740113,3.35051546392,5.81947743468,3.55486862442,3.125,2.50329380764,-1.51515151515,2.63954997836,3.26530612245,4.70085470085,2.99625468165,2.37812128419,-2.38429172511,-2.36220472441,-0.33185840708,4.51306413302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.65853658537,5.42168674699,1.4409221902,3.76884422111,2.60521042084,2.9246344207,2.7397260274,-0.933609958506,3.3855799373,3.30374753452,3.89326334208,3.61842105263,8.27552031715,3.49075975359,4.53608247423,2.44705882353,-0.34965034965,1.51187904968,3.2414910859,3.65853658537,3.5046728972,0.386597938144,4.23539901917,,,,8.11808118081,3.91937290034,3.1218529708,,,,,,,,,,,,,2.12891780012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-31 00:00:00.005,,,,-2.7027027027,-2.14463840399,-2.80583613917,-1.0447761194,0.68870523416,-1.67095115681,1.38461538462,-2.06576728499,-1.58102766798,-2.16326530612,-1.33333333333,-0.580720092915,-0.14367816092,2.82258064516,-0.665926748058,-2.27272727273,0.301204819277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.35294117647,-2.85714285714,-0.710227272727,-1.63438256659,-1.3671875,-1.09289617486,-3.2,2.0942408377,-1.21285627653,-1.19331742243,-0.8,-1.5873015873,-5.99542334096,-1.5873015873,-1.77514792899,-1.74552135967,1.62280701754,-1.8085106383,-3.13971742543,-1.91176470588,-1.58013544018,-1.7971758665,-2.22412318221,,,,-5.91581342435,-1.72413793103,-1.3671875,-0.594648166501,,,,,,,,,,,,-1.67921250724,-1.2909632572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-11-30 00:00:00.005,,,,-7.40740740741,-12.0795107034,-6.58198614319,-4.07239819005,-10.8071135431,-12.6797385621,-6.06980273141,-9.5566078347,-5.89022757697,-10.7634543179,-9.58230958231,-3.38785046729,-12.5179856115,-8.56209150327,-14.0782122905,-5.46523767442,0.1001001001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.54905335628,-2.35294117647,-1.14449213162,-2.78601560077,-2.17821782178,-7.5138121547,-2.34159779614,1.02564102564,-6.69122160835,-6.52173913043,-9.46519524618,-3.54838709677,-6.76728334956,-4.09512836346,-1.40562248996,-5.98410472183,-9.06344410876,-2.13073311665,-9.07617504052,-4.49775112444,-3.66972477064,-8.88888888889,-5.29308836395,,,,-6.52962515115,-6.57894736842,-4.15841584158,-5.18444666002,,,,,,,,,,,,-2.53239104829,-0.301810865191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-31 00:00:00.005,,,,16.2,15.0724637681,15.4511742892,14.3081761006,15.0306748466,15.4191616766,14.7011308562,12.3274631128,16.2162162162,17.6250584385,16.3043478261,15.3567110036,17.2697368421,17.1551107934,15.0845253576,18.053596615,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0559440559,17.7853204819,21.8523878437,20.0777202073,17.9149797571,18.0406212664,23.5543018336,18.0710659898,12.1052631579,16.4857881137,12.0956399437,15.7190635452,15.4046997389,19.0987124464,19.0427698574,18.647439085,13.7636449929,24.9815498155,16.577540107,19.9372056515,19.4047619048,15.4949784792,18.2052737182,,,,15.3945666235,17.3708920188,17.0454545455,7.57097791798,,,,,,,,,,,,17.4258394889,6.86175580222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-01-31 00:00:00.005,,,,6.36833046472,5.5919395466,5.67451820128,6.87757909216,-2.93333333333,5.96627756161,8.59154929577,6.22881355932,4.6511627907,5.96184419714,6.65887850467,8.80503144654,9.396914446,7.93166564979,7.79661016949,6.92951015532,4.11764705882,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.9295154185,5.9670781893,8.27395091053,7.1736785329,4.12017167382,9.71659919028,8.67579908676,8.5554600172,2.81690140845,4.61401952085,3.34588038478,3.17919075145,3.07692307692,6.48648648649,2.86569717707,3.10142497904,4.58906967042,12.105107765,6.26911314985,4.84293193717,7.97607178465,4.34782608696,6.49762282092,,4.2735042735,,3.47533632287,4.6,5.3839364519,6.06060606061,,,,,,,,,,,,9.89473684211,4.34372049103,,,,,,,,,,,,,,,,,,,,,,,,,,0.000999950002512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-02-28 00:00:00.005,,,,0.485436893204,4.05534351145,-0.405268490375,-0.643500643501,4.3956043956,4.16156670747,-2.07522697795,7.97766254487,-0.46783625731,4.27606901725,1.53340635268,-1.4450867052,10.2564102564,-4.57885811193,5.87002096436,-0.744878957169,-3.10734463277,5.3412462908,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.36054421769,-1.45631067961,-2.70566727605,-1.76144942124,-3.5449299258,2.9520295203,-2.31092436975,-3.16831683168,2.45433789954,0.508905852417,3.03520841764,-1.12044817927,-3.20456540825,-1.18443316413,-3.70062370062,-0.853658536585,3.31072995612,-2.29128259152,4.1726618705,-2.49687890137,-1.75438596491,4.04761904762,-0.706845238095,,-0.558867362146,,-4.11700975081,0.19120458891,-1.59128978224,4.14746543779,,,,,,,,,,,,-2.10727969349,-5.79185520362,,,,,,,,,,,,,,,,,,,,,,,,,,-0.00399976001441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-29 00:00:00.005,,,,-6.28019323671,-1.05456212746,-7.42624618515,-9.06735751295,-3.02631578947,-1.05757931845,-7.28476821192,5.50424824529,-6.34547591069,-1.90647482014,-5.07011866235,-8.99315738025,0.0,-5.50947867299,-0.39603960396,-6.67917448405,-2.81827016521,-3.0985915493,0.91391509434,-5.3752535497,,,,,,,,,,,,,,,,,,,,,,,,,,-7.58620689655,-9.2118226601,-7.6287110109,-8.40163934426,-6.75213675214,-1.34408602151,-8.06451612903,-8.22085889571,-4.12256267409,-5.02109704641,-1.80675569521,-5.09915014164,-7.93650793651,-7.53424657534,-6.69257340242,-5.12505125051,-3.4749034749,-9.89218328841,-5.11049723757,-7.29833546735,-7.51879699248,-4.11899313501,-6.81903334582,-4.43786982249,-6.55676283252,,-8.24858757062,-6.48854961832,-8.17021276596,-4.77876106195,-0.721649484536,,,,,,,,,,,-6.94716242661,-4.80307396734,0.427530983422,,,,,,,,,,,,,,,,,,,,,,,,,0.00699986000281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-04-26 00:00:00.005,,,,-1.20274914089,-2.78035217794,-2.74725274725,1.4245014245,-2.30664857531,-2.37529691211,0.285714285714,2.24089635854,-0.752823086575,2.5302530253,-1.59090909091,0.966702470462,3.48837209302,-0.313479623824,-0.596421471173,-1.72899075191,0.9,-2.71317829457,-2.04498977505,-2.03644158628,,-0.957446808511,,,,,,,,,,,,,,,,,,,,,,,,-0.89552238806,-1.41074335323,-0.73230268511,-1.28635346756,-1.9248395967,-1.99818346957,2.33918128655,-0.623885918004,-1.80127832655,-2.04353620613,-1.68,-1.79104477612,-7.6354679803,-1.11111111111,-0.509023600185,-2.76577355229,-1.96,0.478612025127,-2.47452692868,-2.90055248619,-0.406504065041,-2.86396181384,-1.68878166466,-1.85758513932,-1.92461908581,,-6.52709359606,-2.24489795918,-2.22428174235,1.20817843866,-2.07684319834,,,,,,,,,,,-0.946372239748,-1.00908173562,0.524876543828,,,,,,,,,,,,,,,0.0679368187586,,,,,,,,,,0.0209981101701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-05-31 00:00:00.005,,,,9.04347826087,14.5376549094,6.89265536723,6.74157303371,10.9722222222,15.4501216545,6.41025641026,15.102739726,8.09102402023,13.5550786838,10.9699769053,7.76595744681,19.8876404494,6.2893081761,16.6,6.17839607201,-0.693756194252,16.3346613546,14.6137787056,5.03282275711,,6.55209452202,,,,,,,,,,,,,,,,,,,,,,,,4.81927710843,1.98128783709,3.93442622951,4.2492917847,5.32710280374,10.4726598703,1.48571428571,3.54260089686,10.0,9.2970521542,8.25874694874,3.95136778116,1.01333333333,5.61797752809,4.27906976744,5.11111111111,8.89432884537,4.88240547782,15.3731343284,5.68990042674,5.10204081633,11.5479115479,6.54396728016,6.41430073607,6.827473426,,2.50329380764,8.35073068894,3.50710900474,5.69329660239,14.1039236479,1.69014084507,,,,2.28401191658,2.38805970149,5.25803310613,,,,4.6178343949,-2.75229357798,0.145480634136,,,,,,,,,,,,,,,0.269565998742,,,,,,,,,,-0.0239928021594,,,,,,,,,,,,,,,,,,,,,,,,0.100300902708,,,,,
2013-06-28 00:00:00.005,,,,-15.7894736842,-12.4011652102,-16.3847780127,-16.9736842105,-12.5156445557,-13.804004215,-17.6706827309,-8.8664088069,-18.0116959064,-12.6614173228,-15.4006243496,-14.7087857848,-5.99812558575,-20.1183431953,-14.4939965695,-14.0655105973,-6.1876247505,-10.9589041096,-15.1704397606,-14.2708333333,-13.3401221996,-15.2217741935,,,,,,,,,,,,,,,,,,,,,,,,-15.3735632184,-17.8089584458,-14.5504731861,-14.1304347826,-14.3744454303,-13.6744966443,-14.9774774775,-15.8077089649,-11.8881118881,-14.1078838174,-8.53062758362,-15.4970760234,-20.8553326294,-14.0070921986,-13.4701159679,-11.3319238901,-12.3267141251,-14.6182231053,-14.7477360931,-18.1695827725,-13.3980582524,-15.1982378855,-14.472168906,-14.5256916996,-15.0401836969,,-20.9511568123,-15.0289017341,-16.5750915751,-9.81754995656,-15.6133828996,-15.512465374,,,,-5.82524271845,-13.9941690962,-8.97317298797,,,,-14.00304414,-9.85324947589,-0.0548546889148,,,,,,,,,,,,,,,0.251914249584,,,,,,,,,,-0.00399976001441,,,,,,,,,,,,,,,,,,,,,,,,-3.50701402806,,,,,
2013-07-31 00:00:00.005,,,,1.89393939394,3.65795724466,2.14917825537,1.26782884311,2.28898426323,5.50122249389,1.46341463415,11.5246490369,-0.427960057061,6.70753696358,3.93603936039,-0.578703703704,11.8644067797,2.96296296296,9.22768304915,0.134529147982,5.42553191489,6.05769230769,5.58282208589,-2.91616038882,2.35017626322,0.951248513674,,,,,,,,,,,,,,,,,,,,,,,,0.339558573854,-3.28299409061,-1.79972311952,-1.83544303797,0.310880829016,2.72108843537,-2.64900662252,-1.95473251029,2.6862026862,4.58937198068,4.27280197206,1.73010380623,-0.933955970647,0.412371134021,-0.567010309278,-2.43204577969,1.36752136752,-2.06117021277,5.00758725341,5.26315789474,-1.90582959641,3.8961038961,0.493716337522,0.809248554913,0.945945945946,,-2.11382113821,3.28798185941,0.987925356751,1.83044315992,6.05726872247,6.77595628415,,,,4.74226804124,-1.9209039548,9.14634146341,,,,-1.59292035398,4.88372093023,-0.784681734686,,,,,,,,,,,,,,,0.538317905526,,,,,,,,,,0.00299994000119,,,,,,,,,,,,,,,,,,,,,,,,5.19210799585,,,,0.834914611006,1.18050266565
2013-08-30 00:00:00.005,,,,4.6468401487,5.08707607699,5.19801980198,4.22535211268,3.91608391608,5.21436848204,9.77564102564,3.48360655738,10.6017191977,3.31192970598,4.61538461538,5.35506402794,4.36720142602,4.46043165468,6.15243342516,5.50828481863,-1.41271442987,2.26654578422,7.64090644974,6.88360450563,6.19977037887,5.18256772674,-1.71370967742,0.82860880942,,,,,,,,,,,,,,,,,,,,,,4.90693739425,7.33197556008,6.06203007519,6.06060606061,2.06611570248,5.58183538316,9.1156462585,7.55508919203,4.63733650416,4.84988452656,2.91568163909,5.44217687075,8.61952861953,5.74948665298,4.30274753758,7.52688172043,6.40809443508,6.44942294637,7.22543352601,4.0625,6.28571428571,9.625,5.71683787405,5.2752293578,5.66711289603,,9.13621262458,5.81778265642,4.23913043478,10.2175969726,6.7497403946,6.03889457523,,,,3.34645669291,6.10599078341,-2.70018621974,,,,5.75539568345,0.776053215078,-1.25274194522,-0.292539730742,,,,,,,,,,,,,,0.375397625116,,,,,,,,,,0.0149992500375,,,,,,,,,,,,,,,,,,,,,,,,-0.394866732478,,,,5.00564546481,4.89273616861
2013-09-30 00:00:00.005,,,,3.37477797513,8.02442215438,4.11764705882,1.65165165165,2.96096904441,6.93832599119,4.3795620438,7.41159830269,3.23834196891,8.83218842002,4.75113122172,3.2044198895,14.9444918873,5.85399449036,8.99653979239,4.37181663837,5.93654042989,4.0780141844,4.12955465587,3.6299765808,4.21621621622,4.3673012318,-0.358974358974,3.71972318339,2.93819655522,6.74044265594,-3.20579110651,-5.74948665298,,,,,,,,,,,,,,,,,,5.16129032258,1.96078431373,3.45591493132,3.16109422492,3.74493927126,6.98924731183,7.98004987531,2.0,5.17045454545,5.59471365639,7.81010719755,3.22580645161,1.36391816491,3.58446678629,2.48508946322,5.90909090909,5.50713153724,4.7512755102,6.60377358491,4.5045045045,3.01075268817,6.49942987457,4.22475707647,4.79302832244,4.11900337838,,0.152207001522,4.2531120332,1.98123044838,5.15021459227,6.90661478599,5.50193050193,,,,8.66666666667,4.01737242128,6.88995215311,,,,3.74149659864,5.83058305831,0.00101898366569,1.03349204577,,,,,,,,,,,,,,0.416313997205,,,,,,,,,,0.0299940011998,,,,,,,,,,,,,,,,,,,,,,,,4.65807730426,,,,-5.01792114695,-4.95156081808
2013-10-31 00:00:00.005,,,,-1.54639175258,-6.94388373032,-0.225988700565,3.10192023634,-2.61437908497,-5.14933058702,-1.95804195804,-7.03186726363,-0.878293601004,-5.41027953111,-2.91576673866,0.963597430407,-10.029717682,1.95185426155,-5.87301587302,-1.17934119561,0.869565217391,-3.15161839864,-3.60290305858,-0.45197740113,-2.17842323651,-1.07296137339,0.0,-1.41784820684,-3.05118110236,-6.40904806786,1.49572649573,-0.871459694989,-7.79220779221,1.14822546973,,,,,,,,,,,,,,,,-0.460122699387,-0.124069478908,1.0278372591,-0.707130229817,-0.487804878049,-3.26633165829,-5.88914549654,-0.860832137733,-1.94489465154,-3.37922403004,-3.44460227273,-0.3125,-4.52599388379,-1.72084130019,-0.727449078564,1.71673819742,-3.52985354863,-1.15677321157,-4.04551201011,-2.15517241379,-1.14822546973,-2.78372591006,-1.45926226186,-1.55925155925,-1.14519427403,,-3.34346504559,-2.58706467662,-0.204498977505,-3.51020408163,-5.18653321201,-4.11710887466,,,,-5.87204206836,-1.14822546973,-7.6096687556,,,,-1.14754098361,1.55925155925,-0.408608286291,-0.319536972839,,,,,,,,,,,,,,0.299914730126,,,,,,,,,,-0.0369815092454,,-1.66840458811,,,,,,,,,,,,,,,,,,,,,,5.68181818182,,,,-1.28301886792,-1.35900339751
2013-11-29 00:00:00.005,,,,1.91972076789,4.59869848156,0.453001132503,0.429799426934,2.55033557047,6.29750271444,1.28388017118,6.11898016997,0.253164556962,4.54401016841,3.44827586207,0.530222693531,10.7349298101,0.510529674537,10.455311973,2.51028806584,2.49042145594,0.703605980651,6.48023662275,2.15664018161,3.81760339343,2.7114967462,-1.59650025733,2.62267343486,2.74111675127,1.91339375629,2.42105263158,1.31868131868,5.25821596244,0.30959752322,,,,,,,,,,,,,,,,2.46533127889,2.60869565217,1.78041543027,1.59875170219,3.43137254902,1.90476190476,2.20858895706,2.50844187168,4.68319559229,5.22452504318,1.91246781905,2.82131661442,2.88276745676,3.30739299611,4.05471421593,-2.48945147679,4.90463215259,1.41669233138,8.69565217391,0.881057268722,1.16156282999,5.06607929515,2.55039078568,2.32312565998,2.48241621845,,2.83018867925,4.49438202247,2.04918032787,2.36886632826,5.95009596929,5.72519083969,,,,4.46927374302,0.527983104541,2.71317829457,,,,0.829187396352,7.164790174,-1.14593245137,-0.908256973216,,,,,,,,,,,,,,0.39771339229,,,,,,,,,,0.0029996100507,,0.84835630965,,,,,,,,,,,,,,,,,,,,,,1.88172043011,,,,-6.42201834862,-6.50593187907
2013-12-31 00:00:00.005,,,,-3.93835616438,-2.73745333886,-4.84780157835,-1.99714693295,-1.1780104712,-2.75791624106,-1.54929577465,-4.03096636412,-4.67171717172,-3.16109422492,-3.33333333333,0.738396624473,-4.99627143922,-4.7619047619,-3.28244274809,-4.41589723003,-3.17757009346,0.61135371179,-3.28282828283,-5.44444444444,-5.0051072523,-4.54065469905,-0.260462975554,-4.57543281121,-2.17391304348,0.691699604743,-8.53031860226,-4.77223427332,-0.267618198037,-4.32098765432,-1.45348837209,,,,,,,,,,,,,,,-5.26315789474,-7.44552058111,-4.62307371928,-5.13285024155,-4.2654028436,-4.50297366185,-5.04201680672,-5.41176470588,-4.42105263158,-4.18547394337,-2.99530855287,-5.79268292683,-10.0249066002,-4.94348523154,-4.46009389671,-3.72133275638,-0.927643784787,-3.43152140905,-6.42424242424,-5.6768558952,-4.90605427975,-3.98322851153,-4.69314079422,-4.54076367389,-4.60234154219,,-10.0917431193,-5.18084066471,-5.42168674699,-3.22314049587,-2.98913043478,-2.97833935018,,,,-4.09982174688,-3.78151260504,0.943396226415,0.418848167539,,,-4.55043859649,-5.73065902579,-0.350869929723,-0.0569684638861,,,,,,,,,,,,,,0.419497381791,,,,,,,,,,0.0299952007679,,0.525762355415,,,,,,,,,,,,,,,,,,,,,,2.28671943712,,,,-2.85947712418,-2.74252967663
2014-01-30 00:00:00.005,,,,-4.63458110517,1.06609808102,-6.75355450237,-5.82241630277,0.662251655629,2.94117647059,-4.57796852647,6.20305980529,-3.97350993377,0.439422473321,-1.66852057842,-7.12041884817,14.8351648352,-3.13333333333,9.15548539858,-5.7538849223,-5.40540540541,1.5625,1.30548302872,-5.40540540541,-4.83870967742,-5.64159292035,0.681699003671,-5.61555075594,-8.08080808081,-0.0981354268891,-9.77528089888,-4.89749430524,1.34168157424,-4.83870967742,3.53982300885,5.26315789474,,,,,,,,,,,,,,-5.39682539683,-5.3629823414,-5.6768558952,-6.11075747931,-6.13861386139,-2.49110320285,-3.53982300885,-5.02487562189,-5.12114537445,-3.25481798715,-2.52976190476,-6.14886731392,-8.65051903114,-5.39871223378,-1.7199017199,-3.10112359551,-6.3670411985,-5.88050314465,2.9792746114,-5.55555555556,-3.951701427,-1.74672489083,-5.74078708202,-5.62162162162,-5.50148116801,,-6.46258503401,-3.9175257732,-5.52016985138,1.28095644748,1.40056022409,1.48837209302,,,,-8.08550185874,-5.6768558952,-1.1214953271,-2.08550573514,,,-4.01163886771,-8.71327254306,0.749911713995,0.667725255486,,,,,,,,,,,,,,0.762190840627,,,,,,,,,,0.103952181996,,-3.97489539749,,,-0.507614213198,,,,,,,,,,,,,,,,,,,0.0,-1.92697768763,,,3.57443229605,3.57744107744
2014-02-28 00:00:00.005,,,,-2.05607476636,-0.295358649789,-3.04955527319,-4.01854714065,-0.131578947368,-0.510204081633,-3.29835082459,-2.54059717129,2.62068965517,-1.96875,-1.13122171946,-3.04396843292,-4.30622009569,-6.26290433586,1.51843817787,-1.24777183601,5.20408163265,-0.598290598291,2.26804123711,-1.73913043478,-0.564971751412,-1.17233294256,1.5625,-1.2356979405,1.75824175824,0.589390962672,1.3698630137,-2.63473053892,1.94174757282,-3.27683615819,6.55270655271,2.11538461538,,,,,,,,,,,,,,-1.51006711409,0.276434001382,-1.2962962963,-0.949152542373,-0.949367088608,0.36496350365,-1.57273918742,-3.09062336302,7.31282646547,-0.973882248783,0.267175572519,-1.72413793103,2.80303030303,-1.04712041885,-4.9,2.5974025974,0.64,-1.7707985299,1.00628930818,0.0,-1.14285714286,2.88888888889,-0.912825193975,-1.03092783505,-1.07174077205,,2.36363636364,-1.07296137339,-1.4606741573,1.26475548061,2.20994475138,2.10815765353,,,,1.41557128413,-2.31481481481,1.60680529301,3.08839190628,,,1.55183116077,0.998890122087,0.961855670103,1.21334681496,,,,,,,,,,,,,,0.199529467822,,,,,,,,,,-0.108836744883,,-1.19825708061,,,0.510204081633,,,,,,,,,,,,,,,,,,,7.48065348237,5.89451913133,,,6.21193666261,6.5014221861
2014-03-31 00:00:00.005,,,,-3.24427480916,-8.49754968646,-2.22804718218,2.4154589372,-3.8208168643,-6.97435897436,-0.15503875969,-10.1854340231,-5.10752688172,-8.79821485496,-4.5766590389,-3.72093023256,-7.35714285714,-1.83553597651,-8.47578347578,-1.12815884477,-2.23084384093,-4.04127257094,-3.42741935484,-1.89633375474,-3.18181818182,-0.948991696323,-0.921025641026,-1.99258572753,-1.40388768898,-2.83203125,-4.4226044226,2.33702337023,-2.25108225108,1.8691588785,-2.29182582124,-2.07156308851,,,,,,,,,,,,,,-0.851788756388,-1.03376981392,1.68855534709,0.205338809035,-1.3844515442,-2.27272727273,-1.99733688415,0.0,-7.9502433748,-2.10102816272,-3.76855728968,0.701754385965,-3.68459837878,-0.687830687831,2.47108307045,-1.49186256781,-2.62321144674,-0.0680272108843,-4.73225404732,-1.14379084967,0.693641618497,-1.94384449244,-1.38185168125,-1.38888888889,-1.32420091324,,-4.08525754885,-1.19305856833,1.02622576967,4.32972522898,-3.42342342342,-3.59066427289,-0.312174817898,,,-1.89431704885,1.54028436019,-4.55813953488,-1.54958677686,,,-1.77261613692,1.75824175824,-0.381893743682,-0.110889110889,,,,,,,,,,,,,,0.309100636034,,,,,,,,,,-0.0409831968893,,-5.62293274531,,,-5.3807106599,,,,,,,,,,,,,,,,,,,-5.92,0.87890625,,,-2.21712538226,-1.83136207554
2014-04-30 00:00:00.005,,,,0.788954635108,-1.07326178255,1.87667560322,0.157232704403,-7.39726027397,-1.10253583241,-0.931677018634,0.239377618193,-0.849858356941,0.908773156239,-0.479616306954,6.76328502415,-3.31534309946,5.16080777861,-0.544747081712,0.547695116385,0.892857142857,-4.12186379928,-2.03549060543,2.57731958763,-0.586854460094,0.119760479042,1.24013995569,1.37115839243,1.53340635268,-4.12060301508,-1.92802056555,1.20192307692,-0.708591674048,2.52293577982,0.938232994527,-3.84615384615,,,,,,,,,,,,,,1.54639175258,1.32311977716,1.79889298893,1.91256830601,0.431965442765,-1.48837209302,4.21195652174,3.72972972973,-1.41010575793,-1.82648401826,0.988924050633,-0.348432055749,-3.36648814078,0.639318060735,2.5141097999,-0.504818724185,1.22448979592,2.55275697754,-4.44444444444,0.661157024793,1.49253731343,-1.21145374449,0.373657169547,0.586854460094,0.462748727441,,-2.40740740741,-1.09769484083,1.35440180587,-6.38467677574,-1.95895522388,-1.76908752328,-1.87891440501,,,1.82926829268,1.98366394399,-4.48343079922,-2.20356768101,,,0.808960796515,-2.80777537797,1.08959706434,1.01211133225,,,,,,,,,,,,,,0.406913580247,,,,,,,,,,0.042,,-1.8691588785,,,-1.28755364807,,,,,,,,,,,,,,,,,,,-0.510204081633,0.677637947725,,,-0.312744331509,1.51574038088
