,1
0,1.00364544228
1,1.01046787178
2,1.0156763949
3,1.02136848015
4,1.02822615415
5,1.03173023022
6,1.03688237988
7,1.04086613448
8,1.04203419955
9,1.04393452073
10,1.04485432062
11,1.04708468309
12,1.04969905079
13,1.05241374514
14,1.05533450045
15,1.05793870162
16,1.06088045188
17,1.0638633501
18,1.06657879845
19,1.06949695503
20,1.07512681338
21,1.08824669838
22,1.09976590007
23,1.11201802559
24,1.119132619
25,1.11676486797
26,1.12104410513
27,1.12288885377
28,1.13881923527
29,1.14351849668
30,1.14819482138
31,1.14472970853
32,1.1449465073
33,1.14720243022
34,1.14978121395
35,1.15269727827
36,1.15786417973
37,1.16299815741
38,1.16716303911
39,1.17459855712
40,1.18034729085
41,1.17815725905
42,1.17543966044
43,1.16983933679
44,1.17314847706
45,1.16900258305
46,1.15888780407
47,1.16394921582
48,1.16919535063
49,1.17917490905
50,1.18129097751
51,1.19006112409
52,1.20149078726
53,1.20950456386
54,1.21038496356
55,1.2184520402
56,1.22801195734
57,1.24382506669
58,1.26028226814
59,1.25994468186
60,1.2645136469
61,1.26878629831
62,1.27390009809
63,1.27856102916
64,1.28271018375
65,1.28663945226
66,1.29106913031
67,1.29762794857
68,1.3034955054
69,1.31492353606
70,1.31771115589
71,1.33354955016
72,1.3365967473
73,1.34063218408
74,1.3480307891
75,1.3418246743
76,1.34638924074
77,1.3539790111
78,1.36407727931
79,1.37141702243
80,1.37737394114
81,1.38330972318
82,1.37638888979
83,1.36276426419
84,1.365882874
85,1.36981075704
86,1.37397147032
87,1.3744524017
88,1.37382702585
89,1.38226731037
90,1.38645558032
