,asset,weight
0,bond,0.4158673731245088
1,stock_large,0.05856096713665317
2,stock_small,1.2262326570811056e-18
3,stock_HongKong,0.14969033579782567
4,stock_US,0.13636459854494873
5,gold,0.10951672539606365
