,1
0,1.0027344874
1,1.0391301428
2,1.02734927882
3,1.03004505182
4,1.04596738523
5,1.06326383714
6,1.09068277166
7,1.10520071577
8,1.08907827629
9,1.10674810253
10,1.13830662868
11,1.16646317957
12,1.20539568278
13,1.21511743907
14,1.19783797953
15,1.24859676343
16,1.24288984808
17,1.22751998862
18,1.18493531212
19,1.17746002281
20,1.16502035831
21,1.19733905955
22,1.17278801634
23,1.18901169778
24,1.17247673726
25,1.23137407252
26,1.22782978631
27,1.2468345862
28,1.2464058323
29,1.24795393072
30,1.26427414687
31,1.27753566014
32,1.28522274318
33,1.27087143836
34,1.27876552137
35,1.2667122564
36,1.29371126005
37,1.32191261369
38,1.32303322577
39,1.34379970816
40,1.33854316251
